Date,Energy_res1,Energy_res2,Energy_res3,Energy_res4,Energy_res5,Energy_res6,Energy_res7,Energy_res8,Energy_res9,Energy_res10,Day of Week,AirTemp_C,GlobalSolarRad_W/m2,PrecipitableWater_kg/m2,RelativeHumidity,SnowDepth_LWE_cm,SurfacePressure_hPa,WindDirection10m,WindSpeed10m_m/s,Hour
2015-02-23 18:00:00,0.76,2.79,2.96,0.62,1.03,1.9,0.69,0.82,1.57,1.77,0.0,6.5,411.0,13.8,56.0,0.1,974.7,65.0,0.6,18
2015-02-23 19:00:00,0.85,2.16,1.59,0.34,1.07,1.72,0.65,0.91,1.73,2.03,0.0,7.8,484.0,13.9,50.0,0.1,974.5,204.0,0.0,19
2015-02-24 09:00:00,0.55,1.11,0.71,0.28,0.28,1.62,0.29,0.48,0.17,1.13,1.0,4.2,0.0,7.4,75.6,0.1,973.3,320.0,0.7,9
2015-02-24 10:00:00,2.51,0.71,0.58,0.49,0.27,3.21,0.34,0.31,0.2,1.05,1.0,4.5,0.0,6.9,76.4,0.1,972.9,262.0,0.5,10
2015-02-24 12:00:00,0.62,0.71,0.47,0.44,0.23,1.56,0.61,0.34,0.17,1.03,1.0,4.6,0.0,6.5,78.4,0.1,972.3,216.0,1.1,12
2015-02-24 18:00:00,1.16,2.4,0.69,0.25,2.41,2.7,0.72,0.95,1.3,0.83,1.0,4.9,300.0,8.9,79.0,0.1,971.7,243.0,1.6,18
2015-02-24 19:00:00,2.86,2.36,2.24,0.25,2.47,1.97,0.7,1.09,1.5,1.05,1.0,5.7,365.0,9.1,74.4,0.1,971.4,246.0,2.1,19
2015-02-24 20:00:00,0.99,1.33,0.76,0.33,1.94,1.79,2.47,1.04,1.58,0.89,1.0,6.5,505.0,9.3,70.2,0.1,971.2,248.0,2.5,20
2015-02-25 17:00:00,1.71,2.76,0.42,0.95,0.85,2.01,0.76,0.41,1.1,3.03,2.0,4.0,115.0,10.7,83.3,0.1,973.7,130.0,1.2,17
2015-02-25 18:00:00,1.52,2.15,0.91,1.12,0.62,3.14,2.09,0.56,1.93,2.13,2.0,4.5,219.0,11.4,82.8,0.1,973.5,148.0,1.1,18
2015-02-25 19:00:00,0.9,1.07,1.65,0.94,0.71,1.79,2.37,0.55,1.95,0.83,2.0,4.9,163.0,12.2,83.6,0.1,973.2,180.0,1.1,19
2015-02-25 20:00:00,1.08,1.14,0.85,1.14,0.86,1.73,1.6,0.88,3.13,0.9,2.0,5.2,205.0,13.0,84.4,0.1,972.9,206.0,1.4,20
2015-02-26 12:00:00,0.48,0.95,0.46,0.26,0.27,3.03,0.26,0.28,0.21,0.7,3.0,4.0,0.0,11.9,96.5,0.1,967.3,46.0,0.8,12
2015-02-26 16:00:00,1.58,1.42,0.48,0.76,0.67,1.98,0.6,0.34,0.18,0.79,3.0,3.9,99.0,11.5,94.6,0.1,966.1,103.0,1.3,16
2015-03-01 11:00:00,0.98,1.09,0.77,0.34,0.88,1.62,0.51,0.38,0.64,0.85,6.0,1.1,0.0,6.1,76.5,0.0,968.0,82.0,1.3,11
2015-03-01 13:00:00,0.34,1.61,0.46,0.4,0.71,3.03,0.33,0.58,0.34,0.86,6.0,1.1,0.0,6.2,73.6,0.0,967.7,89.0,1.4,13
2015-03-01 14:00:00,0.34,4.05,0.48,1.01,0.44,2.92,0.35,0.7,0.28,0.9,6.0,1.3,0.0,6.2,71.1,0.0,967.7,93.0,1.3,14
2015-03-01 17:00:00,1.89,1.95,0.91,0.71,0.87,3.17,1.78,2.65,4.82,1.96,6.0,3.6,255.0,6.5,63.7,0.0,967.3,134.0,1.2,17
2015-03-01 18:00:00,1.03,2.19,0.88,0.4,0.77,1.45,2.21,0.89,3.63,2.47,6.0,4.4,283.0,6.9,61.0,0.0,967.0,153.0,1.2,18
2015-03-02 12:00:00,0.7,1.06,0.39,0.19,0.64,1.4,0.37,0.43,0.2,0.54,0.0,2.0,0.0,6.7,85.0,0.0,961.5,357.0,2.8,12
2015-03-02 13:00:00,0.45,0.75,0.48,0.26,0.22,2.37,0.36,0.36,0.35,0.45,0.0,1.6,0.0,6.2,82.5,0.0,961.8,357.0,2.6,13
2015-03-02 17:00:00,2.46,2.19,1.07,0.2,0.47,2.6,0.39,0.54,0.68,0.54,0.0,4.1,353.0,4.8,68.4,0.0,963.4,356.0,2.3,17
2015-03-02 18:00:00,1.27,2.48,1.4,0.49,0.96,3.07,0.39,0.94,2.16,0.46,0.0,5.2,475.0,4.7,61.3,0.0,963.7,355.0,2.4,18
2015-03-02 19:00:00,0.77,3.66,0.91,1.99,1.05,1.5,0.56,1.0,2.37,0.61,0.0,6.1,550.0,4.8,52.0,0.0,963.7,356.0,2.7,19
2015-03-02 20:00:00,1.21,1.89,0.89,1.65,0.86,1.78,0.82,0.63,1.02,0.6,0.0,7.1,573.0,4.9,44.2,0.0,963.8,356.0,2.9,20
2015-03-02 21:00:00,1.03,1.03,0.8,1.18,0.64,1.49,0.97,0.4,1.08,0.53,0.0,7.7,542.0,4.9,41.3,0.0,963.7,355.0,3.0,21
2015-03-03 19:00:00,0.87,3.2,1.46,0.75,3.8,1.76,1.76,0.75,1.53,0.54,1.0,3.7,566.0,3.6,36.9,0.0,969.4,81.0,0.9,19
2015-03-03 20:00:00,1.0,2.8,1.45,0.71,2.13,1.59,1.81,0.78,1.22,0.69,1.0,4.6,588.0,3.6,33.6,0.0,969.2,93.0,0.3,20
2015-03-04 08:00:00,0.49,1.64,1.67,0.32,0.73,1.48,0.51,0.9,0.2,0.68,2.0,2.2,0.0,6.6,66.1,0.0,968.6,311.0,0.0,8
2015-03-04 18:00:00,1.92,3.11,4.44,0.54,1.12,1.44,0.9,0.37,0.36,0.56,2.0,4.1,479.0,6.3,52.5,0.0,970.0,167.0,0.7,18
2015-03-04 19:00:00,3.62,2.66,1.84,0.88,0.93,1.45,1.23,0.44,1.4,0.69,2.0,5.0,554.0,6.4,50.5,0.0,969.9,199.0,1.0,19
2015-03-05 10:00:00,0.55,1.25,0.78,0.19,0.29,1.42,0.19,0.33,0.21,0.62,3.0,2.0,0.0,8.5,77.9,0.0,970.5,61.0,0.5,10
2015-03-05 11:00:00,1.3,1.09,0.52,0.19,0.26,2.67,0.25,0.25,0.16,0.46,3.0,1.6,0.0,8.6,78.8,0.0,970.4,58.0,0.7,11
2015-03-05 20:00:00,2.35,0.95,1.89,0.78,0.86,1.63,0.73,0.79,0.66,0.8,3.0,6.8,495.0,12.9,57.0,0.0,972.5,231.0,1.0,20
2015-03-05 21:00:00,0.96,1.77,1.45,0.56,1.03,2.04,0.92,0.65,0.59,0.84,3.0,7.4,498.0,12.9,56.1,0.0,972.6,239.0,1.2,21
2015-03-05 22:00:00,0.67,1.79,1.38,0.54,0.86,1.47,1.17,0.24,0.34,0.89,3.0,7.5,420.0,12.9,57.7,0.0,972.7,247.0,1.1,22
2015-03-06 18:00:00,1.23,1.06,1.71,0.26,1.25,2.93,0.26,1.89,0.43,0.68,4.0,7.2,441.0,12.3,73.4,0.0,974.8,35.0,1.4,18
2015-03-07 10:00:00,3.29,1.55,0.42,0.27,0.31,2.76,1.57,0.63,0.71,0.7,5.0,2.8,0.0,11.3,91.0,0.0,972.7,24.0,1.3,10
2015-03-07 11:00:00,1.02,1.03,0.57,0.35,0.26,2.64,1.42,0.69,3.6,0.77,5.0,2.4,0.0,11.2,92.1,0.0,972.6,27.0,1.3,11
2015-03-07 14:00:00,0.32,0.7,0.64,0.51,0.27,1.74,0.91,0.29,0.38,0.8,5.0,1.5,3.0,10.8,90.1,0.0,972.3,25.0,1.0,14
2015-03-07 15:00:00,0.35,0.68,0.79,0.34,0.27,2.55,1.63,0.36,2.56,0.76,5.0,2.4,70.0,10.7,86.6,0.0,972.3,25.0,1.0,15
2015-03-07 16:00:00,1.33,0.75,0.64,0.32,0.25,1.81,0.45,0.32,1.15,0.66,5.0,4.6,224.0,10.7,81.1,0.0,972.4,27.0,0.9,16
2015-03-08 13:00:00,0.54,0.97,1.06,0.36,0.33,2.58,0.44,0.56,0.59,0.8,6.0,1.6,0.0,9.8,90.7,0.0,969.0,42.0,1.0,13
2015-03-08 14:00:00,0.51,0.83,1.84,0.49,0.88,3.32,0.47,0.97,0.65,0.54,6.0,1.5,4.0,9.5,88.8,0.0,968.8,48.0,1.1,14
2015-03-09 18:00:00,0.66,1.36,0.53,1.67,0.58,2.16,0.23,0.48,0.59,0.68,0.0,7.2,506.0,12.2,79.7,0.0,964.4,227.0,1.1,18
2015-03-09 19:00:00,1.16,1.79,0.83,1.06,0.8,1.5,0.27,1.01,1.75,0.83,0.0,7.9,580.0,11.9,76.7,0.0,964.4,229.0,1.4,19
2015-03-09 22:00:00,0.63,1.23,1.17,0.6,1.45,1.58,0.78,0.39,0.49,0.81,0.0,9.3,486.0,11.1,75.0,0.0,963.9,239.0,2.0,22
2015-03-10 10:00:00,0.68,1.12,0.42,0.1,0.49,3.6,0.34,0.37,0.84,1.98,1.0,3.4,0.0,10.1,95.9,0.0,961.6,42.0,1.3,10
2015-03-11 18:00:00,0.96,1.87,3.27,1.09,3.94,2.59,0.31,0.63,1.26,1.47,2.0,6.9,176.0,16.0,93.3,0.0,958.7,125.0,3.7,18
2015-03-12 10:00:00,0.48,1.92,0.74,0.54,0.5,2.94,0.23,0.33,0.78,1.01,3.0,8.3,0.0,13.8,95.5,0.0,966.3,195.0,3.2,10
2015-03-12 18:00:00,0.52,0.99,1.36,0.53,2.65,1.69,0.24,0.33,0.81,1.35,3.0,8.2,367.0,15.9,97.1,0.0,972.1,173.0,3.9,18
2015-03-12 19:00:00,0.84,0.83,1.1,0.95,1.48,1.64,0.23,0.32,1.16,1.43,3.0,8.3,361.0,16.0,96.7,0.0,972.5,173.0,3.8,19
2015-03-12 20:00:00,0.99,1.04,1.3,0.72,0.81,1.62,0.38,0.34,0.94,1.83,3.0,8.4,335.0,16.1,96.2,0.0,973.0,174.0,3.8,20
2015-03-13 17:00:00,0.74,0.86,0.55,0.22,1.11,2.08,0.47,0.37,0.53,1.26,4.0,8.5,405.0,10.7,93.5,0.0,967.2,72.0,3.5,17
2015-03-13 18:00:00,0.49,1.67,1.42,0.25,1.04,2.18,1.47,0.69,0.38,1.56,4.0,9.4,449.0,10.9,88.5,0.0,966.6,76.0,3.3,18
2015-03-13 20:00:00,0.94,1.17,1.68,2.08,1.02,1.51,0.33,0.76,1.72,2.3,4.0,11.1,535.0,12.1,73.7,0.0,965.3,88.0,3.0,20
2015-03-13 21:00:00,0.73,1.37,1.23,2.14,1.04,1.54,0.69,0.73,0.83,1.83,4.0,11.7,358.0,13.1,69.2,0.0,964.4,93.0,2.7,21
2015-03-14 18:00:00,0.78,0.82,0.53,0.7,0.79,2.84,2.38,0.72,2.29,0.51,5.0,8.4,316.0,17.7,97.6,0.0,952.3,201.0,5.6,18
2015-03-14 19:00:00,0.68,1.6,0.59,0.62,0.88,1.56,0.74,0.8,1.71,0.47,5.0,8.3,356.0,15.7,97.0,0.0,953.3,208.0,5.7,19
2015-03-14 22:00:00,0.72,0.75,0.56,0.84,0.69,1.73,0.95,0.71,3.32,0.79,5.0,9.3,385.0,11.3,87.6,0.0,956.5,228.0,4.5,22
2015-03-15 13:00:00,0.33,2.32,1.25,0.31,3.72,2.01,0.34,0.64,1.21,0.69,6.0,5.0,0.0,12.8,96.1,0.0,957.1,57.0,1.6,13
2015-03-15 14:00:00,1.21,2.0,1.53,0.51,1.2,3.43,1.47,0.33,0.73,0.6,6.0,5.0,4.0,13.2,95.1,0.0,956.9,53.0,1.8,14
2015-03-15 15:00:00,0.92,1.82,1.92,1.27,1.32,2.17,2.54,0.29,0.35,0.72,6.0,5.0,32.0,13.4,93.9,0.0,956.7,53.0,2.1,15
2015-03-15 18:00:00,3.29,1.5,1.6,0.6,1.14,1.46,1.94,0.66,1.94,0.69,6.0,5.4,148.0,14.0,90.6,0.0,955.6,56.0,3.1,18
2015-03-15 19:00:00,3.36,1.84,1.52,1.06,1.15,1.63,1.34,0.72,1.53,0.59,6.0,5.4,182.0,14.3,90.5,0.0,955.1,53.0,3.4,19
2015-03-16 18:00:00,0.79,1.62,0.38,0.29,0.37,1.42,0.42,1.12,0.69,0.66,0.0,6.0,574.0,6.7,75.2,0.0,970.2,76.0,2.0,18
2015-03-16 20:00:00,1.23,3.05,0.69,1.07,0.48,3.02,1.16,0.47,0.83,0.57,0.0,8.2,665.0,7.4,53.0,0.0,969.3,70.0,2.1,20
2015-03-16 21:00:00,0.79,1.88,0.76,1.86,0.39,4.13,1.14,0.4,0.96,0.56,0.0,9.1,512.0,7.6,48.1,0.0,968.8,73.0,2.2,21
2015-03-17 08:00:00,1.01,1.2,2.08,0.4,0.35,1.75,0.65,0.79,1.03,0.67,1.0,4.5,0.0,8.3,66.0,0.0,964.8,66.0,2.3,8
2015-03-17 20:00:00,1.08,1.34,3.7,0.92,0.36,1.62,1.0,0.79,0.91,1.0,1.0,11.0,596.0,10.6,51.0,0.0,963.5,189.0,1.3,20
2015-03-18 18:00:00,0.84,2.15,2.0,0.22,0.39,2.72,0.23,0.33,0.74,3.24,2.0,7.5,405.0,11.6,77.4,0.0,969.8,165.0,1.7,18
2015-03-18 19:00:00,1.08,3.27,2.65,0.64,0.38,1.56,0.3,0.28,0.96,3.75,2.0,8.3,466.0,12.3,73.7,0.0,969.7,176.0,1.6,19
2015-03-18 20:00:00,1.25,2.54,1.11,2.21,0.35,1.54,0.88,0.7,1.11,2.38,2.0,9.0,506.0,13.0,70.2,0.0,969.7,188.0,1.6,20
2015-03-19 09:00:00,0.54,1.07,1.08,0.22,0.35,2.4,0.28,0.36,0.2,2.0,3.0,6.5,0.0,16.7,80.2,0.0,966.8,106.0,2.0,9
2015-03-19 10:00:00,2.48,1.37,1.83,0.33,0.35,4.58,0.2,0.33,0.2,1.92,3.0,6.8,0.0,16.9,81.6,0.0,966.3,109.0,2.1,10
2015-03-19 11:00:00,0.66,2.81,1.13,0.42,0.33,2.8,0.21,0.25,0.21,1.39,3.0,7.0,0.0,17.0,83.0,0.0,965.9,111.0,2.2,11
2015-03-19 13:00:00,0.43,1.59,0.86,0.29,0.35,1.56,0.19,0.35,0.23,1.76,3.0,6.7,0.0,17.7,88.0,0.0,964.7,120.0,2.6,13
2015-03-19 14:00:00,0.53,1.82,0.82,0.31,0.35,3.75,0.21,0.29,0.41,1.87,3.0,6.4,7.0,18.2,90.9,0.0,964.2,124.0,2.9,14
2015-03-19 19:00:00,2.75,1.81,1.03,0.9,0.35,2.97,0.77,0.86,1.08,1.86,3.0,6.2,74.0,17.9,95.9,0.0,964.5,123.0,2.6,19
2015-03-19 20:00:00,1.19,0.99,1.02,1.0,0.35,1.41,1.06,0.89,1.35,2.03,3.0,6.3,55.0,17.8,96.1,0.0,964.5,118.0,2.6,20
2015-03-22 21:00:00,0.88,0.86,1.25,1.18,0.79,2.0,1.19,0.5,0.71,4.25,6.0,8.9,363.0,11.9,61.2,0.0,959.6,129.0,3.1,21
2015-03-23 17:00:00,1.55,1.52,0.55,0.22,0.46,2.17,0.49,0.31,1.52,4.47,0.0,5.2,377.0,9.3,95.7,0.0,958.9,131.0,1.6,17
2015-03-23 18:00:00,0.9,1.19,0.57,0.21,0.76,1.96,0.92,0.68,1.63,2.53,0.0,5.4,491.0,9.5,93.9,0.0,959.0,133.0,1.7,18
2015-03-24 09:00:00,0.45,2.15,0.64,0.21,0.27,1.71,0.21,0.4,0.21,2.91,1.0,4.6,0.0,11.4,97.9,0.0,958.9,161.0,1.2,9
2015-03-24 10:00:00,0.6,3.06,0.55,0.28,0.23,3.35,0.21,0.23,0.2,1.75,1.0,4.6,0.0,11.2,97.0,0.0,959.2,207.0,0.9,10
2015-03-24 12:00:00,1.51,1.45,0.6,0.31,0.32,2.59,0.18,0.27,0.21,0.85,1.0,4.6,0.0,10.8,96.2,0.0,960.0,257.0,1.6,12
2015-03-24 14:00:00,0.48,0.93,0.56,0.26,0.21,2.68,0.2,0.39,0.21,0.7,1.0,4.4,25.0,10.6,98.1,0.0,961.3,250.0,1.6,14
2015-03-25 18:00:00,,2.24,2.01,0.51,1.72,2.26,,0.99,2.97,1.8,2.0,5.8,155.0,21.2,96.0,0.0,966.3,115.0,4.1,18
2015-03-26 12:00:00,0.86,0.76,0.84,0.23,0.25,2.56,0.17,0.42,0.2,1.15,3.0,9.1,0.0,22.1,95.5,0.0,969.7,160.0,2.6,12
2015-03-26 19:00:00,1.24,1.88,1.37,0.64,0.25,1.96,0.48,0.79,0.72,1.68,3.0,10.2,457.0,19.7,93.5,0.0,970.2,174.0,2.6,19
2015-03-26 20:00:00,1.02,1.62,0.57,0.7,0.52,1.59,0.61,0.78,0.71,2.68,3.0,10.6,541.0,19.2,92.3,0.0,970.0,176.0,2.4,20
2015-03-27 21:00:00,0.54,2.22,0.7,0.91,1.51,2.23,0.4,0.68,2.71,2.2,4.0,12.5,476.0,18.7,76.5,0.0,960.0,200.0,3.9,21
2015-03-28 17:00:00,3.6,1.62,1.44,0.48,0.2,2.7,,1.14,1.5,1.57,5.0,7.1,481.0,10.1,94.3,0.0,968.0,239.0,4.3,17
2015-03-29 14:00:00,0.69,3.95,1.16,0.86,3.6,1.61,,0.65,0.42,1.89,6.0,6.9,17.0,18.3,96.0,0.0,966.2,155.0,4.9,14
2015-03-29 16:00:00,3.17,1.33,1.38,0.62,1.68,3.99,1.43,0.79,1.89,4.04,6.0,6.8,140.0,18.2,97.5,0.0,966.6,157.0,4.5,16
2015-03-30 17:00:00,,1.22,0.51,0.21,0.3,1.4,0.29,1.45,1.72,1.34,0.0,8.7,329.0,18.3,97.4,0.0,962.5,161.0,4.0,17
2015-03-30 18:00:00,,1.34,0.59,0.46,0.49,2.09,1.36,1.31,1.57,0.81,0.0,8.8,397.0,18.2,97.1,0.0,962.3,161.0,3.9,18
2015-03-30 19:00:00,,1.18,1.12,0.72,0.84,2.1,1.63,0.82,1.21,0.84,0.0,8.9,518.0,18.0,97.2,0.0,961.8,159.0,3.8,19
2015-03-30 21:00:00,,0.99,1.02,0.66,0.82,1.5,1.31,0.69,0.9,2.77,0.0,9.4,592.0,17.7,94.9,0.0,960.6,157.0,3.4,21
2015-03-31 10:00:00,3.28,0.9,0.38,0.21,0.19,3.14,0.54,0.67,0.16,0.9,1.0,7.2,0.0,13.6,95.4,0.0,954.5,230.0,5.0,10
2015-03-31 21:00:00,1.02,1.02,1.28,0.78,0.71,1.49,0.91,0.92,0.89,3.11,1.0,5.9,706.0,8.5,84.8,0.0,962.1,244.0,3.6,21
2015-04-01 19:00:00,1.2,1.36,1.39,0.38,0.68,1.59,1.7,0.3,0.73,1.15,2.0,4.7,732.0,8.9,89.8,0.0,968.6,254.0,2.7,19
2015-04-01 20:00:00,0.73,0.86,1.08,,0.74,1.47,1.34,0.33,0.82,1.14,2.0,4.9,738.0,8.8,88.4,0.0,968.5,254.0,2.8,20
2015-04-01 21:00:00,0.66,1.01,4.24,0.56,0.87,1.56,2.03,0.39,0.71,3.0,2.0,5.4,686.0,8.8,83.2,0.0,968.5,254.0,2.9,21
2015-04-02 08:00:00,1.14,1.61,1.0,0.28,0.7,3.78,1.21,0.36,0.87,1.06,3.0,3.4,0.0,7.3,95.1,0.0,970.5,244.0,1.3,8
2015-04-02 11:00:00,1.19,1.17,1.04,0.35,0.17,3.3,0.19,0.66,0.38,1.15,3.0,3.5,0.0,7.9,95.5,0.0,971.1,274.0,1.0,11
2015-04-02 20:00:00,0.7,2.01,0.75,2.49,0.86,1.48,0.23,0.99,1.61,1.17,3.0,6.8,207.0,8.2,63.4,0.0,972.6,221.0,2.3,20
2015-04-02 21:00:00,0.5,3.28,0.57,1.49,0.87,2.19,0.44,0.89,0.77,1.26,3.0,7.4,299.0,8.5,61.3,0.0,972.5,221.0,2.4,21
2015-04-02 22:00:00,0.47,0.82,0.63,0.96,0.59,1.63,0.62,0.86,0.66,1.28,3.0,7.9,261.0,8.8,61.8,0.0,972.3,221.0,2.5,22
2015-04-04 10:00:00,0.7,4.3,0.54,0.27,0.39,1.87,0.53,0.67,0.92,1.03,5.0,3.2,0.0,8.3,95.6,0.0,964.0,169.0,1.6,10
2015-04-04 12:00:00,0.6,2.25,0.82,0.27,0.4,2.26,0.25,0.63,0.52,0.67,5.0,3.2,0.0,8.5,95.0,0.0,963.6,157.0,1.8,12
2015-04-04 13:00:00,0.5,1.48,0.76,0.27,0.51,1.75,0.34,1.11,0.62,0.77,5.0,3.3,3.0,8.4,96.0,0.0,963.6,152.0,2.1,13
2015-04-04 15:00:00,0.55,0.62,0.58,0.22,0.36,1.69,0.3,0.62,2.01,1.05,5.0,3.5,158.0,8.3,96.3,0.0,963.5,146.0,2.4,15
2015-04-04 16:00:00,0.44,1.6,1.21,0.42,0.36,2.24,0.46,1.08,1.75,1.23,5.0,3.7,204.0,8.2,94.2,0.0,963.4,145.0,2.4,16
2015-04-04 17:00:00,2.65,2.4,0.79,0.58,0.39,1.4,0.3,0.76,0.9,1.23,5.0,3.9,373.0,8.1,92.0,0.0,963.4,144.0,2.4,17
2015-04-05 17:00:00,2.39,1.69,0.81,0.43,0.33,3.2,2.72,1.58,0.71,1.06,6.0,6.9,573.0,6.7,53.8,0.0,954.7,74.0,2.2,17
2015-04-05 18:00:00,0.49,1.72,1.05,0.57,0.39,2.22,2.13,2.37,0.71,1.13,6.0,8.1,691.0,6.8,48.0,0.0,954.3,86.0,2.1,18
2015-04-06 09:00:00,0.65,1.66,0.76,0.2,0.76,1.53,0.29,0.34,0.52,0.95,7.0,2.3,0.0,7.8,81.3,0.0,951.6,33.0,1.5,9
2015-04-06 11:00:00,1.12,0.99,1.0,0.43,0.76,2.27,0.82,0.65,0.59,1.24,7.0,2.1,0.0,8.0,80.8,0.0,951.7,40.0,1.5,11
2015-04-06 12:00:00,0.38,1.18,1.12,0.52,0.74,1.95,0.92,0.53,1.08,0.8,7.0,2.3,0.0,8.0,80.7,0.0,952.0,43.0,1.3,12
2015-04-06 14:00:00,0.27,0.47,0.99,0.36,2.71,4.29,0.42,0.4,0.4,0.67,7.0,3.0,59.0,8.1,80.3,0.0,952.8,62.0,0.6,14
2015-04-06 19:00:00,0.56,1.59,1.43,0.83,0.69,4.06,1.25,1.23,0.64,1.63,7.0,8.1,674.0,8.7,60.0,0.0,954.8,215.0,1.7,19
2015-04-08 17:00:00,,1.85,0.56,0.21,0.36,2.25,,0.51,0.39,0.56,2.0,9.1,579.0,8.3,54.3,0.0,963.0,187.0,0.3,17
2015-04-08 18:00:00,,1.68,0.98,0.48,0.47,1.85,,0.55,1.14,0.55,2.0,10.4,694.0,8.4,48.5,0.0,963.2,225.0,0.7,18
2015-04-09 10:00:00,0.46,1.32,,0.24,0.27,2.76,,0.28,0.2,,3.0,4.3,0.0,8.3,78.7,0.0,965.5,14.0,0.9,10
2015-04-11 21:00:00,1.84,1.24,1.35,0.88,0.67,3.28,1.07,0.65,1.21,1.23,5.0,5.1,658.0,8.1,89.2,0.0,957.7,235.0,3.7,21
2015-04-12 12:00:00,2.5,0.7,0.65,0.28,0.52,2.42,0.54,0.56,1.17,2.44,6.0,2.8,0.0,8.6,88.5,0.0,964.9,248.0,2.3,12
2015-04-12 13:00:00,0.66,1.11,0.63,0.33,0.48,2.16,0.4,1.52,0.93,0.84,6.0,2.8,4.0,8.9,90.8,0.0,965.2,237.0,2.2,13
2015-04-12 20:00:00,1.14,2.8,2.18,0.99,0.93,1.85,1.72,0.82,3.5,2.13,6.0,5.1,585.0,11.0,90.0,0.0,966.3,194.0,2.5,20
2015-04-12 21:00:00,0.73,1.25,1.13,1.04,0.75,1.54,3.97,1.69,3.32,2.0,6.0,5.5,404.0,11.1,87.4,0.0,966.1,193.0,2.4,21
2015-04-13 17:00:00,2.09,3.41,2.1,1.49,0.66,2.11,0.9,1.34,1.79,2.63,0.0,4.7,164.0,13.4,93.2,0.0,955.7,135.0,4.7,17
2015-04-13 18:00:00,4.04,3.59,1.56,2.34,0.65,2.36,0.56,1.31,1.59,1.37,0.0,4.9,165.0,13.3,93.1,0.0,955.4,142.0,4.8,18
2015-04-14 18:00:00,0.88,1.03,1.46,0.57,0.67,2.53,0.19,0.56,1.6,2.23,1.0,4.4,744.0,5.9,71.9,0.0,967.5,275.0,4.1,18
2015-04-14 19:00:00,0.97,1.33,3.47,0.2,2.37,2.65,0.32,0.4,0.84,0.9,1.0,5.3,808.0,6.1,63.4,0.0,968.0,272.0,4.3,19
2015-04-15 18:00:00,0.51,1.96,0.47,0.57,0.95,2.44,0.5,0.56,0.54,0.86,2.0,6.1,572.0,12.1,59.2,0.0,977.4,239.0,2.3,18
2015-04-16 10:00:00,0.87,1.96,0.72,0.28,0.32,2.82,0.18,0.29,0.29,0.76,3.0,3.8,0.0,15.3,83.7,0.0,975.1,348.0,0.7,10
2015-04-17 14:00:00,0.28,0.46,0.45,0.22,0.27,2.53,1.5,0.36,0.42,0.54,4.0,6.8,71.0,14.8,89.3,0.0,969.1,316.0,1.7,14
2015-04-18 19:00:00,0.54,1.64,2.31,0.82,1.07,1.44,2.0,0.3,0.35,2.41,5.0,14.4,758.0,9.9,38.4,0.0,973.1,33.0,0.5,19
2015-04-18 20:00:00,0.74,2.73,1.31,1.06,0.88,1.97,1.06,0.26,0.43,2.9,5.0,15.4,739.0,9.9,34.7,0.0,972.9,329.0,0.3,20
2015-04-19 18:00:00,1.08,2.2,1.31,0.25,0.32,1.76,0.74,1.29,0.53,2.18,6.0,15.2,722.0,12.8,41.3,0.0,967.6,7.0,0.9,18
