date only,blabla,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2015-07-08,0,0.3,0.29,0.3,0.3,0.29,0.29,0.36,0.65,1.11,0.28,0.26,0.27,0.27,0.4,0.34,0.28,0.27,0.56,0.42,0.45,0.47,0.59,0.67,0.32
2015-07-09,0,0.29,0.3,0.3,0.29,0.29,0.29,0.34,0.88,0.49,0.27,0.28,0.28,0.27,0.28,0.28,0.28,0.28,0.28,0.3,0.4,2.14,2.22,2.28,3.42
2015-07-10,0,0.62,0.36,0.46,0.32,0.29,0.29,0.29,1.0,0.65,0.52,0.54,0.54,0.52,0.53,0.53,0.52,0.53,0.53,0.53,0.36,0.54,0.65,0.47,0.35
2015-07-11,0,0.28,0.28,0.27,0.28,0.28,0.27,0.28,0.27,0.32,0.48,0.56,0.99,2.02,0.66,0.47,0.49,0.53,0.69,1.6,1.9,1.44,1.59,0.59,0.4
2015-07-12,0,0.38,0.41,0.3,0.29,0.29,0.28,0.28,0.28,0.5,2.71,0.27,0.49,0.52,0.44,0.36,0.3,0.28,0.61,0.54,0.54,0.68,1.0,1.4,0.34
2015-07-13,0,0.36,0.3,0.29,0.29,0.29,0.28,0.35,0.76,0.3,0.51,0.9,0.74,0.48,0.29,0.26,0.25,0.26,1.2,1.28,0.48,0.45,0.63,0.63,0.29
2015-07-14,0,0.29,0.29,0.29,0.29,0.28,0.28,0.28,0.74,0.39,0.28,0.27,0.27,0.27,0.27,0.27,0.26,0.26,1.62,0.68,0.51,1.03,1.99,0.97,0.31
2015-07-15,0,0.3,0.3,0.3,0.29,0.29,0.29,0.31,0.59,0.49,0.32,0.3,0.3,0.29,0.45,0.37,0.33,0.29,1.27,0.99,0.42,0.37,0.88,0.95,0.3
2015-07-16,0,0.31,0.28,0.27,0.27,0.27,0.27,0.69,0.81,0.37,0.3,0.26,0.26,0.26,0.26,0.26,0.26,0.26,0.28,0.3,0.44,0.43,0.41,0.79,0.32
2015-07-17,0,0.29,0.29,0.29,0.29,0.28,0.28,0.43,0.59,0.34,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.37,0.43,0.45,1.22,2.96,0.43,0.34
2015-07-18,0,0.32,0.3,0.29,0.29,0.29,0.29,0.4,0.4,0.58,0.71,0.55,0.34,0.27,0.45,0.41,0.34,2.83,2.07,1.22,0.68,0.68,0.79,0.8,0.99
2015-07-20,0,0.4,0.34,0.34,0.32,0.31,0.3,0.49,0.56,0.48,0.59,0.53,0.48,0.47,0.46,0.46,0.47,0.47,0.48,0.48,0.48,0.49,0.49,0.49,0.48
2015-07-21,0,0.47,0.48,0.48,0.48,0.48,0.47,0.47,0.46,0.46,0.47,0.47,0.47,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.47,0.47,0.49,0.5,0.5
2015-07-22,0,0.48,0.48,0.47,0.46,0.46,0.47,0.47,0.47,0.47,0.46,0.46,0.47,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.46,0.48,0.49,0.5,0.49
2015-07-23,0,0.48,0.48,0.47,0.46,0.46,0.46,0.46,0.46,0.46,0.46,0.47,0.47,0.47,0.46,0.47,0.47,0.46,0.46,0.46,0.46,0.46,0.49,0.5,0.49
2015-07-24,0,0.48,0.48,0.48,0.47,0.47,0.47,0.46,0.46,0.46,0.46,0.51,0.61,0.47,0.46,0.46,0.47,0.47,0.47,0.47,0.46,0.46,0.48,0.49,0.47
2015-07-25,0,0.45,0.45,0.46,0.46,0.47,0.46,0.46,0.47,0.47,0.46,0.46,0.45,0.46,0.45,0.45,0.45,0.45,0.45,0.41,0.4,2.26,1.32,1.04,0.67
2015-07-26,0,0.3,0.3,0.3,0.29,0.29,0.28,0.28,0.27,0.41,0.97,1.59,0.46,0.27,0.39,0.25,0.37,0.48,0.43,2.06,1.83,2.36,1.73,1.31,0.67
2015-07-27,1,0.31,0.31,0.29,0.27,0.28,0.28,0.37,0.48,0.51,1.41,3.25,0.86,0.84,0.48,1.41,1.48,1.01,2.01,2.71,0.89,1.99,2.06,0.76,0.36
2015-07-28,0,0.34,0.34,0.33,0.33,0.33,0.45,0.36,0.46,0.54,0.73,0.42,0.74,0.53,1.04,0.62,0.37,0.37,1.36,1.54,0.48,1.04,0.96,0.37,0.3
2015-07-29,0,0.28,0.29,0.28,0.28,0.29,0.28,0.29,0.45,0.42,0.68,0.35,0.36,0.48,0.41,0.45,0.45,0.85,2.53,0.87,0.51,0.48,0.65,0.55,0.54
2015-07-30,0,0.31,0.3,0.29,0.29,0.28,0.3,0.43,0.68,0.6,0.71,0.84,1.47,0.83,0.58,0.55,0.46,0.33,0.31,0.42,0.57,0.75,0.64,0.69,0.54
2015-07-31,0,0.31,0.31,0.3,0.29,0.29,0.29,0.29,0.39,0.98,0.65,1.08,0.52,0.49,0.51,0.48,0.35,0.44,1.56,0.73,2.42,3.26,0.75,0.54,0.48
2015-08-01,0,0.41,0.34,0.35,0.34,0.34,0.34,0.33,0.34,0.34,0.85,0.99,0.76,0.51,0.4,0.37,0.38,0.56,0.57,0.61,0.82,1.12,1.26,0.59,0.57
2015-08-03,0,0.43,0.43,0.37,0.49,0.43,0.36,0.35,0.37,0.57,0.69,0.81,0.96,0.63,0.51,2.25,1.51,1.22,0.79,0.74,1.14,0.82,0.89,0.94,0.44
2015-08-04,0,0.49,0.44,0.35,0.32,0.32,0.48,0.36,0.37,0.71,0.69,0.65,0.42,0.96,3.05,0.43,0.45,0.42,1.72,0.52,1.37,0.77,0.48,3.0,0.31
2015-08-05,0,0.31,0.31,0.31,0.35,0.45,0.31,0.3,0.31,0.5,0.68,0.83,0.58,0.28,0.28,0.27,0.28,0.28,0.28,0.29,1.04,1.07,0.55,0.55,0.35
2015-08-06,0,0.31,0.3,0.3,0.3,0.3,0.3,0.29,0.5,0.56,0.96,1.18,0.49,0.26,0.26,0.42,0.42,0.55,1.51,0.47,2.06,1.23,0.37,1.32,0.35
2015-08-07,0,0.3,0.3,0.29,0.31,0.29,0.3,0.42,0.32,0.32,0.9,0.85,1.09,0.6,0.54,0.45,1.35,2.96,1.33,1.42,0.75,1.26,0.69,0.39,2.42
2015-08-08,0,0.3,0.3,0.29,0.3,0.31,0.36,0.43,0.3,0.34,0.86,0.87,0.76,0.72,0.56,0.62,0.5,0.58,2.29,1.47,1.11,1.2,0.91,0.98,1.0
2015-08-09,0,0.36,0.33,0.33,0.35,0.34,0.34,0.32,0.32,0.32,0.95,0.49,0.42,0.65,0.96,0.59,0.54,1.21,1.3,1.48,0.95,1.07,2.3,0.46,0.35
2015-08-10,0,0.35,0.34,0.35,0.35,0.34,0.35,0.53,0.65,0.47,1.58,0.84,0.7,0.97,0.43,0.57,0.37,0.98,2.01,0.38,0.47,1.49,0.94,0.54,0.35
2015-08-11,0,0.35,0.36,0.34,0.35,0.47,0.41,0.35,0.59,0.34,0.28,0.36,0.39,0.31,0.7,0.48,0.41,0.36,0.28,0.3,0.6,1.24,1.39,0.59,0.42
2015-08-12,0,0.4,0.4,0.4,0.39,0.36,0.37,0.38,0.63,0.52,0.61,0.42,0.36,3.24,0.97,0.71,0.4,0.64,3.1,0.5,0.29,0.77,1.54,0.62,0.36
2015-08-13,0,0.37,0.35,0.38,0.49,0.38,0.35,0.67,1.08,1.11,2.81,0.58,0.55,0.6,0.54,0.72,0.64,0.56,1.75,1.27,1.02,0.6,1.27,1.02,0.46
2015-08-14,0,0.35,0.35,0.34,0.34,0.34,0.34,2.2,2.96,0.25,0.27,0.27,0.27,0.32,0.39,0.27,0.27,0.26,0.26,0.31,0.55,0.96,1.62,1.58,2.77
2015-08-15,0,0.34,0.34,0.46,0.35,0.32,0.32,0.32,0.32,0.43,0.49,0.51,0.76,0.4,0.43,0.58,0.77,0.35,1.8,2.94,0.73,1.04,0.66,0.53,0.43
2015-08-16,0,0.57,0.5,0.34,0.31,0.31,0.31,0.31,0.3,0.35,1.51,0.88,0.71,0.48,0.49,0.4,0.35,0.31,0.29,0.44,1.0,1.0,3.12,0.5,0.35
2015-08-17,0,0.32,0.32,0.31,0.32,0.32,0.32,0.65,0.62,0.3,0.28,0.28,0.27,0.28,0.28,0.28,0.27,0.28,1.65,0.84,1.12,0.62,0.84,4.3,0.93
2015-08-18,0,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.41,0.51,0.36,0.57,0.35,0.32,0.34,0.3,0.35,0.3,1.47,0.87,0.82,1.01,0.59,0.67,0.54
2015-08-19,0,0.36,0.35,0.34,0.35,0.33,0.33,0.34,0.49,0.81,0.36,0.55,0.84,1.09,0.53,2.8,0.32,0.32,1.65,1.44,0.91,0.56,0.57,0.38,0.33
2015-08-20,0,0.33,0.33,0.33,0.33,0.36,0.37,0.57,0.9,0.35,0.26,0.28,0.29,0.37,0.39,0.28,0.27,0.28,0.28,0.28,0.73,0.99,0.48,0.34,0.33
2015-08-21,0,0.32,0.32,0.3,0.3,0.32,0.31,0.35,0.73,0.86,0.33,0.29,0.29,0.39,0.31,0.39,0.38,0.31,0.9,0.83,0.46,2.32,1.92,0.5,0.28
2015-08-22,0,0.3,0.3,0.32,0.32,0.32,0.32,0.57,0.42,0.41,0.52,0.63,0.33,0.4,0.48,0.61,0.51,3.0,0.91,1.28,1.52,3.53,1.29,2.53,0.55
2015-08-24,0,0.64,0.31,0.32,0.32,0.31,0.31,0.31,1.09,0.91,0.49,0.74,0.89,0.64,0.3,0.29,0.3,0.29,1.7,0.63,0.51,0.76,0.67,0.76,0.78
2015-08-25,0,0.3,0.31,0.31,0.3,0.3,0.3,0.57,0.82,0.9,0.31,0.28,0.28,0.28,0.27,0.28,0.28,0.27,1.59,0.6,0.5,1.34,2.58,0.78,0.45
2015-08-26,0,0.32,0.31,0.36,0.44,0.32,0.3,0.42,1.11,0.58,0.26,0.27,0.27,0.27,0.28,0.28,0.26,0.27,1.34,0.46,0.91,0.86,0.78,1.41,0.43
2015-08-27,0,0.35,0.34,0.34,0.31,0.3,0.31,0.32,0.57,0.34,0.3,0.29,0.29,0.42,0.34,0.29,0.29,0.29,0.28,0.29,0.64,1.03,2.12,1.51,0.43
2015-08-28,0,0.35,0.35,0.33,0.36,0.44,0.32,0.33,1.18,0.58,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.48,1.94,0.84,0.83,0.46,0.58,2.83
2015-08-29,0,0.37,0.3,0.3,0.3,0.3,0.3,0.3,0.3,1.03,0.92,0.83,1.36,2.75,0.39,0.38,0.39,0.39,0.57,1.53,1.69,1.4,1.22,0.73,0.6
2015-08-30,0,0.5,0.35,0.35,0.34,0.34,0.34,0.32,0.33,0.64,0.52,1.0,0.47,2.83,1.21,1.61,1.8,0.48,0.65,0.62,1.39,1.79,1.04,0.53,0.32
2015-08-31,0,0.32,0.32,0.43,0.38,0.31,0.3,0.6,1.56,0.29,0.28,0.28,0.27,0.27,0.28,0.27,0.27,0.38,1.61,1.23,1.57,1.68,4.49,0.73,0.3
2015-09-01,0,0.3,0.3,0.29,0.29,0.28,0.29,0.56,1.55,0.32,0.33,0.33,0.32,0.32,0.32,0.31,0.32,0.35,1.25,2.64,1.25,1.28,0.75,0.71,0.33
2015-09-02,0,0.32,0.32,0.31,0.31,0.31,0.34,0.44,1.87,0.49,0.25,0.27,0.26,0.26,0.26,0.39,0.27,0.26,0.29,0.28,0.91,0.81,0.71,0.46,0.28
2015-09-03,0,0.29,0.29,0.27,0.28,0.28,0.29,0.49,1.01,0.26,0.26,0.39,0.29,0.25,0.25,0.24,0.25,0.26,0.3,0.39,0.48,0.95,0.77,0.71,0.29
2015-09-04,0,0.29,0.28,0.27,0.3,0.31,0.3,0.43,1.09,1.11,0.77,0.28,0.29,0.42,1.1,0.71,0.59,2.03,0.39,0.84,0.75,0.54,0.56,0.52,0.33
2015-09-05,0,0.28,0.28,0.27,0.27,0.27,0.27,0.28,0.53,0.79,0.67,0.42,0.31,0.38,0.25,0.33,0.37,1.16,0.49,0.31,0.87,1.26,1.7,1.92,0.68
2015-09-06,0,0.34,0.32,0.31,0.31,0.29,0.28,0.28,0.39,0.54,0.96,1.19,0.86,0.77,0.95,0.69,0.96,1.0,1.56,1.52,1.65,1.43,0.85,0.84,1.95
2015-09-07,0,1.03,0.27,0.28,0.28,0.27,0.29,0.32,0.38,0.61,0.84,0.83,0.91,0.87,0.25,0.26,1.56,2.43,1.26,0.81,0.97,0.84,4.03,2.01,0.35
2015-09-08,0,0.32,0.31,0.41,0.41,0.3,0.3,0.56,0.8,0.77,0.47,0.98,1.44,1.38,0.7,0.49,1.73,2.03,1.86,1.06,1.97,1.54,0.74,0.54,0.3
2015-09-09,0,0.29,0.3,0.3,0.29,0.29,0.29,0.78,1.38,0.27,0.25,0.39,0.3,0.25,0.25,0.25,0.25,0.25,1.76,0.46,0.59,0.82,0.78,0.47,0.28
2015-09-10,0,0.28,0.28,0.27,0.27,0.27,0.27,0.62,1.92,0.6,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.48,1.18,0.8,0.84,0.34
2015-09-11,0,0.29,0.29,0.29,0.29,0.29,0.29,0.96,0.89,0.4,0.28,0.28,0.27,0.27,0.27,0.27,0.27,0.27,0.29,0.66,1.51,1.2,1.0,0.66,0.58
2015-09-12,0,0.33,0.33,0.33,0.33,0.32,0.31,0.29,0.29,0.4,0.57,1.07,0.42,0.5,0.43,0.43,0.5,0.51,1.61,0.99,1.33,0.83,0.56,0.54,0.36
2015-09-13,1,0.33,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.69,0.72,3.34,0.82,2.01,2.12,0.37,0.49,1.78,1.1,1.74,2.5,0.93,2.21,2.19,0.29
2015-09-14,0,0.29,0.3,0.3,0.3,0.31,0.31,0.94,1.04,0.4,0.28,0.26,0.26,0.26,0.26,0.26,0.26,0.26,1.15,1.34,1.77,1.31,0.72,0.56,0.34
2015-09-15,0,0.42,0.43,0.33,0.33,0.32,0.35,1.01,0.9,0.25,0.27,0.26,0.26,0.26,0.25,0.26,0.26,0.26,0.75,1.14,0.61,1.08,1.66,0.83,0.31
2015-09-16,0,0.32,0.31,0.31,0.29,0.29,0.33,0.64,1.54,0.39,0.33,0.27,0.27,0.27,0.39,0.32,0.26,0.27,2.46,2.7,1.26,1.5,0.65,0.55,0.35
2015-09-17,0,0.35,0.34,0.35,0.33,0.32,0.34,1.03,0.86,0.39,0.28,0.26,0.26,0.26,0.26,0.26,0.25,0.26,0.4,0.51,0.57,1.23,0.79,0.37,0.31
2015-09-18,0,0.3,0.3,0.28,0.29,0.29,0.3,0.75,0.74,0.56,0.3,1.08,1.48,0.98,0.93,0.95,0.91,0.98,0.57,5.5,1.44,1.11,0.69,0.61,0.37
2015-09-19,0,0.31,0.3,0.31,0.3,0.31,0.31,0.3,0.7,1.16,0.7,0.41,0.42,0.77,0.64,1.01,2.26,1.33,0.48,0.48,2.01,2.41,2.77,1.13,0.62
2015-09-20,1,0.35,0.34,0.33,0.3,0.3,0.29,0.31,0.36,0.41,1.46,0.48,0.77,1.03,0.87,0.62,1.19,1.46,3.31,1.89,3.49,1.76,1.59,3.21,0.93
2015-09-21,0,0.3,0.3,0.29,0.3,0.29,0.33,0.56,1.36,0.46,0.47,0.71,0.7,0.9,0.56,0.49,0.39,0.44,0.32,0.84,1.25,3.17,4.18,0.52,0.36
2015-09-22,0,0.45,0.35,0.32,0.33,0.32,0.34,0.68,1.03,0.35,0.33,0.41,1.73,1.8,1.29,0.85,0.3,0.32,0.99,0.76,0.34,1.02,0.91,0.63,0.36
2015-09-23,0,0.31,0.31,0.31,0.3,0.29,0.31,0.95,1.13,0.26,0.27,0.26,0.26,0.31,0.4,0.26,0.25,0.25,0.52,1.68,2.1,1.22,0.89,0.53,0.3
2015-09-24,0,0.29,0.3,0.29,0.29,0.27,0.29,0.99,0.79,0.39,0.26,0.26,0.25,0.25,0.24,0.25,0.24,0.25,0.42,1.06,1.39,1.18,0.69,0.81,0.45
2015-09-25,0,0.31,0.31,0.31,0.31,0.3,0.31,0.34,0.4,0.57,0.77,0.9,0.56,0.26,2.41,2.49,0.58,0.5,0.5,0.35,0.32,0.5,1.1,0.8,0.28
2015-09-26,1,0.28,0.27,0.28,0.27,0.28,0.27,0.28,0.7,1.71,3.05,1.52,2.42,1.97,2.02,1.19,0.4,1.16,0.84,1.17,1.67,1.13,0.86,0.82,0.44
2015-09-27,0,0.36,0.28,0.28,0.27,0.28,0.29,0.32,0.44,1.38,0.68,0.59,0.71,1.11,1.16,0.61,0.42,0.59,2.74,2.11,2.74,1.89,1.02,0.77,0.44
2015-09-28,0,0.31,0.31,0.3,0.3,0.29,0.31,0.99,1.0,0.28,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.46,1.06,1.64,1.43,0.72,0.48,0.42
2015-09-29,0,0.31,0.28,0.29,0.27,0.28,0.29,0.93,1.18,0.29,0.25,0.26,0.25,0.25,0.24,0.25,0.25,0.26,2.54,3.37,0.64,0.91,1.42,0.91,0.29
2015-09-30,0,0.28,0.29,0.28,0.29,0.28,0.31,1.12,1.04,0.25,0.25,0.24,0.25,0.24,0.25,0.24,0.25,0.25,1.31,1.9,1.37,1.77,0.99,0.46,0.3
2015-10-01,0,0.29,0.29,0.28,0.28,0.29,0.3,0.42,0.92,0.27,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.26,0.26,1.3,0.99,0.87,0.49,0.42
2015-10-03,0,0.27,0.28,0.26,0.28,0.27,0.28,0.27,1.02,1.07,0.94,0.93,0.57,0.4,0.67,0.52,0.51,0.93,0.97,0.96,1.36,1.33,3.59,1.01,0.48
2015-10-04,0,0.33,0.32,0.45,0.35,0.3,0.31,0.3,0.38,0.36,1.49,1.29,0.4,0.83,0.63,0.5,0.32,0.4,2.18,1.41,2.09,1.53,1.51,2.43,0.43
2015-10-05,0,0.35,0.31,0.32,0.32,0.31,0.34,0.42,1.42,0.28,0.51,0.69,0.95,1.1,0.26,0.25,0.26,0.39,0.77,0.98,1.23,1.15,1.57,0.43,0.29
2015-10-06,0,0.28,0.29,0.29,0.28,0.29,0.3,1.05,1.34,0.37,0.4,0.28,0.26,0.26,0.26,0.26,0.27,0.26,1.68,0.89,0.77,1.08,1.11,0.62,0.29
2015-10-08,0,0.29,0.28,0.28,0.28,0.28,0.3,0.76,0.97,0.25,0.26,0.25,0.25,0.25,0.26,0.26,0.25,0.4,0.33,0.98,1.32,1.36,1.62,1.04,0.33
2015-10-09,0,0.32,0.31,0.32,0.32,0.32,0.34,0.76,1.01,0.25,0.26,0.39,0.31,0.26,0.25,0.25,0.25,0.25,1.42,1.06,1.14,1.49,0.79,0.63,0.36
2015-10-10,1,0.35,0.35,0.35,0.34,0.48,0.39,0.33,0.58,0.5,1.22,3.63,0.78,0.96,1.95,2.38,1.48,0.72,0.4,0.4,1.42,1.32,0.86,0.68,0.37
2015-10-11,1,0.37,0.37,0.35,0.36,0.36,0.34,0.34,0.42,0.4,2.37,0.63,2.4,2.18,2.21,2.55,1.72,3.67,1.26,2.73,3.72,3.64,1.13,0.71,0.46
2015-10-12,1,0.36,0.36,0.43,0.51,0.38,0.37,0.42,0.39,0.71,3.44,3.19,1.24,1.25,1.08,1.09,2.59,3.23,1.72,1.47,4.7,2.82,2.15,2.13,0.37
2015-10-13,0,0.39,0.37,0.36,0.36,0.36,0.39,1.0,1.18,0.38,0.36,0.38,0.44,0.33,0.32,0.31,0.33,0.31,1.83,1.24,1.24,1.05,1.1,0.72,0.32
2015-10-14,0,0.34,0.31,0.31,0.37,0.46,0.36,0.67,1.19,0.29,0.31,0.31,0.28,0.28,0.28,0.3,0.29,0.28,0.7,1.33,1.31,1.63,1.34,0.81,0.36
2015-10-15,0,0.36,0.39,0.38,0.34,0.34,0.33,0.97,1.01,0.3,0.3,0.28,0.28,0.27,0.29,0.3,0.28,0.28,0.34,0.33,1.44,1.34,1.09,0.59,0.35
2015-10-16,0,0.33,0.33,0.31,0.31,0.33,0.34,0.44,0.91,0.67,0.53,0.7,0.74,0.59,0.45,0.68,0.64,0.6,0.37,2.94,1.86,2.26,4.06,0.65,0.33
2015-10-17,0,0.33,0.33,0.34,0.32,0.32,0.31,0.32,0.53,0.79,1.13,0.98,0.89,0.45,0.3,0.94,1.45,1.13,0.68,0.65,0.66,2.05,1.26,3.19,0.35
2015-10-18,1,0.4,0.47,0.35,0.32,0.32,0.31,0.3,0.37,0.79,1.5,1.81,0.71,0.53,0.5,0.53,1.62,2.52,2.63,1.56,1.55,1.54,1.28,0.53,0.32
2015-10-19,0,0.32,0.33,0.31,0.3,0.31,0.32,0.97,0.89,0.29,0.69,1.04,1.0,1.1,0.28,0.26,0.26,0.3,1.49,1.33,1.32,1.27,1.65,0.46,0.28
2015-10-20,0,0.28,0.29,0.28,0.41,0.3,0.3,0.57,1.57,0.26,0.24,0.24,0.26,0.26,0.24,0.24,0.24,0.25,1.53,1.18,0.66,0.84,1.99,4.08,0.73
2015-10-21,0,0.27,0.28,0.28,0.29,0.27,0.29,0.73,1.61,0.25,0.25,0.24,0.25,0.24,0.24,0.24,0.25,0.24,1.38,1.7,2.0,1.67,1.3,0.78,0.32
2015-10-22,0,0.29,0.3,0.28,0.29,0.27,0.29,0.67,0.97,0.24,0.26,0.33,0.38,0.25,0.24,0.24,0.24,0.24,0.49,1.06,1.72,1.71,3.36,1.82,0.34
2015-10-23,1,0.34,0.32,0.32,0.31,0.36,0.65,0.78,0.48,0.72,1.15,0.87,3.08,3.99,0.49,0.54,0.58,0.58,3.15,1.25,2.51,5.01,1.69,1.91,0.33
2015-10-24,0,0.29,0.3,0.29,0.3,0.28,0.29,0.28,0.6,0.57,0.6,0.68,0.61,0.75,1.33,1.14,0.9,0.94,2.48,1.48,2.03,1.22,3.25,1.81,0.3
2015-10-25,0,0.31,0.3,0.3,0.31,0.3,0.36,0.44,0.46,0.77,1.44,3.28,0.68,0.62,0.41,0.38,0.51,0.92,2.13,2.92,1.94,1.46,0.97,0.6,0.36
2015-10-26,0,0.35,0.34,0.34,0.32,0.31,0.34,0.68,1.31,0.28,0.3,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.42,2.85,2.74,2.04,0.88,0.56,0.32
2015-10-27,0,0.33,0.32,0.33,0.32,0.32,0.34,0.93,1.06,0.27,0.26,0.25,0.3,0.4,0.27,0.25,0.24,0.25,1.47,1.47,0.87,1.05,1.37,1.22,0.3
