y_pred_LR,y_pred_SVR,y_pred_DT,y_pred_RF,y_pred_RFU,y_pred_GB,y_pred_XGB,y_pred_BT,y_pred_NN
0.6256636063921324,-0.0007142816518372619,0.84,0.7328821517808158,0.7052216375202246,0.7852984549608226,0.78530604,0.74,0.5443226105166452
0.7448206764739707,-0.05924097912695658,0.32,0.5477553170658743,0.5527774279609344,0.50616014554107,0.45966804,0.37500000000000006,0.5892556135789111
0.5695510197172089,-0.3326682741039301,0.97,1.0539520827681759,0.9807626462868534,0.7539869746818243,1.0092511,0.833,0.7410938492054662
0.9043261025541312,-0.16165498581238458,0.7,0.6437273117163972,0.6510651815611461,0.5230442694721181,0.48896992,0.767,0.8297978217904329
0.4223206099541381,-0.546900285319595,0.31612903225806177,0.3156588251838464,0.3146893891050352,0.3112142762650093,0.31400234,0.3161650292320009,0.3450031378662717
0.42073745967644427,-0.5066905782013802,0.76,0.7679737038222691,0.671833229779404,0.5301853996029445,0.71942925,0.7289999999999999,0.47362762156963023
0.42468980352037716,-0.26059267596466,0.496218487394958,0.4930079858127645,0.4939169918359906,0.47053046935620074,0.4932868,0.4961176470588236,0.3803321343834618
0.34244559151255966,-0.5858776895120632,0.28,0.2766777290120964,0.27734710550639785,0.2887887250374094,0.27819175,0.262,0.3249243548726728
0.6720700357521174,-0.35965343264786703,0.3,0.4029439830548137,0.42558904945192666,0.4224718052909507,0.36698943,0.39699999999999996,0.5755846595628633
0.4223206099541381,-0.546900285319595,0.31612903225806177,0.3156588251838464,0.3146893891050352,0.3112142762650093,0.31400234,0.3161650292320009,0.3450031378662717
0.46545613498192184,-0.5192012814324105,0.28,0.2791949323783076,0.27564016261025676,0.29528234097025086,0.2499162,0.28200000000000003,0.4195140858581301
0.2325003806563411,-0.5348911746566227,0.29,0.2886382408458831,0.291019862061884,0.28519756126737583,0.27216083,0.289,0.033600883563645656
0.335827372268239,-0.6207673681596009,0.22,0.2396826438281151,0.24593805706502156,0.2290850478790065,0.23019147,0.22800000000000004,0.3426645917808151
0.395127263043068,-0.6143390426171771,0.2637113402061869,0.264274295645753,0.26460818588005464,0.26847057901185645,0.26852953,0.2636583826925317,0.32336835747118364
1.2667627240875277,0.341797167754136,0.38,0.8395364044178482,0.9786814727558435,1.0606396028368872,1.094615,0.8370000000000001,1.2275824149050518
