date only,blabla,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2015-03-25,0,0.95,0.66,0.46,0.44,0.4,0.53,0.51,0.64,0.81,0.43,0.46,0.4,0.44,0.44,0.43,0.46,0.89,1.27,2.01,2.96,1.51,1.82,1.11,0.8
2015-03-26,0,0.67,0.52,0.54,0.52,0.55,0.49,0.72,1.59,1.02,0.88,0.83,0.8,0.84,0.81,0.78,0.81,0.79,0.59,0.68,1.37,0.57,0.84,0.71,0.68
2015-03-27,0,0.88,0.69,0.49,0.42,0.4,0.41,0.54,1.25,0.67,0.37,0.46,0.42,0.42,0.4,0.45,0.5,1.47,0.96,1.26,2.22,1.56,0.7,0.71,0.44
2015-03-28,0,0.45,0.4,0.49,0.36,0.44,0.44,0.39,0.41,0.51,0.62,1.27,1.07,0.56,0.46,0.5,0.44,2.1,1.44,1.33,0.97,0.85,1.29,1.06,0.74
2015-03-29,1,0.54,0.28,0.17,0.29,0.31,0.28,0.28,0.4,0.35,0.79,1.48,1.76,2.12,2.69,1.16,2.16,1.38,2.62,1.75,1.15,1.51,1.74,0.88,0.59
2015-03-30,0,0.65,0.48,0.52,0.43,0.52,0.6,0.51,1.32,0.82,0.53,0.54,0.58,0.57,0.55,0.51,0.64,0.75,0.51,0.59,1.12,1.28,1.02,3.27,0.71
2015-03-31,0,0.43,0.43,0.38,0.44,0.42,0.42,1.71,3.38,0.65,0.4,0.38,0.52,0.41,0.42,0.37,0.43,0.39,0.78,0.99,2.77,4.0,1.28,1.21,0.93
2015-04-01,0,0.48,0.41,0.44,0.51,0.41,0.43,0.44,1.19,0.59,0.54,0.39,0.33,0.47,0.34,0.41,0.38,0.5,0.7,0.43,1.39,1.08,4.24,2.29,0.89
2015-04-02,0,0.43,0.46,0.41,0.41,0.4,0.5,0.35,1.08,1.0,0.74,0.8,1.04,0.76,0.74,0.78,0.88,0.92,0.98,1.02,1.26,0.75,0.57,0.63,0.49
2015-04-03,0,0.41,0.39,0.63,0.7,0.48,0.53,0.42,0.57,1.17,1.03,0.57,0.5,0.49,0.55,0.64,0.69,1.61,1.84,1.37,1.06,0.92,0.9,0.8,0.71
2015-04-04,0,0.73,0.57,0.7,0.55,0.47,0.45,0.65,0.78,0.95,3.08,0.54,0.61,0.82,0.76,0.39,0.58,1.21,0.79,0.76,0.67,1.86,1.16,1.19,1.3
2015-04-05,1,0.89,0.54,0.43,0.5,0.45,0.4,0.48,0.45,0.7,1.07,0.92,2.6,1.3,0.76,2.64,0.98,1.26,0.81,1.05,1.4,1.96,2.39,1.3,0.74
2015-04-06,1,0.64,0.49,0.45,0.45,0.47,0.44,0.5,0.57,0.42,0.76,2.24,1.0,1.12,2.19,0.99,1.03,2.87,0.56,0.54,1.43,0.94,1.3,1.34,1.08
2015-04-07,0,0.66,0.63,0.55,0.58,0.56,0.58,0.66,1.47,0.51,0.25,0.23,0.31,0.3,0.33,0.29,0.31,0.37,0.96,0.3,1.05,1.52,1.47,1.58,1.3
2015-04-08,0,0.85,0.42,0.53,0.38,0.53,0.47,0.49,0.88,0.65,0.46,0.44,0.47,0.46,0.48,0.45,0.48,0.47,0.56,0.98,2.26,1.14,1.09,1.41,1.14
2015-04-10,0,0.57,0.44,0.41,0.4,0.43,0.42,0.46,1.17,0.76,0.42,0.44,0.38,0.44,0.44,0.35,0.47,0.57,0.88,1.47,1.26,1.04,0.94,0.85,0.78
2015-04-12,1,0.41,0.58,0.61,0.46,0.38,0.44,0.45,0.37,0.46,0.43,0.86,0.67,0.65,0.63,0.67,3.36,1.13,7.29,4.49,4.62,2.18,1.13,0.87,0.92
2015-04-13,0,0.86,0.54,0.48,0.41,0.46,0.44,0.45,1.34,0.69,0.37,0.44,0.38,0.38,0.54,0.38,0.4,0.42,2.1,1.56,1.51,1.97,1.25,0.93,0.89
2015-04-14,0,0.87,0.5,0.46,0.43,0.44,0.44,0.8,3.95,0.94,0.76,0.74,0.72,0.76,0.81,0.82,0.77,0.75,0.73,1.46,3.47,1.27,1.24,1.06,0.56
2015-04-15,0,0.54,0.71,0.72,0.5,0.38,0.47,0.46,1.18,0.77,0.49,0.37,0.45,0.41,0.42,0.38,0.46,0.43,0.44,0.47,1.93,1.5,1.05,0.91,0.8
2015-04-16,0,0.55,0.38,0.45,0.38,0.42,0.87,0.59,0.99,1.22,0.74,0.72,0.57,0.86,0.88,1.0,0.92,0.92,0.77,0.61,0.63,1.02,1.44,1.0,0.46
2015-04-17,0,0.48,0.34,0.43,0.43,0.37,0.49,0.72,1.27,0.91,0.4,0.41,0.44,0.44,0.43,0.45,0.47,2.77,0.93,0.73,3.53,1.41,0.96,0.9,0.53
2015-04-18,0,0.53,0.49,0.45,0.42,0.37,0.48,0.4,0.56,1.33,0.87,0.92,0.85,0.73,0.58,0.43,0.55,0.48,0.47,0.71,2.31,1.31,1.35,1.35,0.83
2015-04-19,0,0.47,0.58,0.5,0.49,0.55,0.49,0.57,0.39,0.44,0.45,0.74,0.57,0.72,1.06,1.18,0.53,0.76,1.0,1.31,1.0,0.98,0.9,0.92,0.75
2015-04-20,0,0.49,0.57,0.53,0.41,0.4,0.47,0.35,0.79,0.93,0.36,0.45,0.38,0.43,0.42,0.47,0.37,0.42,0.48,1.82,0.64,0.82,2.39,1.41,1.08
2015-04-21,0,0.57,0.46,0.38,0.41,0.56,0.54,0.37,1.93,2.89,0.58,0.4,0.46,0.36,0.47,0.45,0.36,1.03,1.97,1.29,2.01,1.34,1.28,1.07,0.82
2015-04-22,0,0.51,0.5,0.56,0.51,0.53,0.48,0.53,2.11,0.55,0.39,0.48,0.34,0.46,0.43,0.41,0.42,0.68,1.61,1.28,2.8,1.67,1.04,0.79,0.39
2015-04-23,0,0.42,0.41,0.41,0.41,0.35,0.42,0.4,1.81,0.92,1.08,0.34,0.48,0.4,0.39,0.41,0.42,0.35,1.25,0.93,2.56,1.98,1.03,1.02,0.96
2015-04-24,1,0.82,0.51,0.49,0.44,0.4,0.41,0.54,2.71,0.71,0.53,0.47,0.44,0.42,0.35,0.47,0.36,1.14,2.5,4.15,2.01,1.69,1.91,1.71,3.49
2015-04-25,0,0.7,0.54,0.46,0.46,0.53,0.46,0.48,0.89,0.98,0.92,0.62,0.65,0.6,0.62,0.6,0.75,0.53,0.57,2.69,1.09,1.09,1.23,1.05,1.56
2015-04-26,0,1.5,0.55,0.49,0.46,0.44,0.43,0.48,0.39,0.51,0.63,0.81,1.23,0.86,0.79,1.44,1.57,1.01,1.77,1.43,1.79,1.16,1.28,0.47,0.38
2015-04-27,0,0.39,0.44,0.43,0.35,0.38,0.42,0.36,0.96,0.68,0.35,0.4,0.37,0.38,0.42,0.38,0.39,0.24,0.24,1.27,2.15,1.8,1.76,0.77,0.68
2015-04-28,0,0.41,0.47,0.44,0.47,0.49,0.48,0.46,1.17,0.57,0.4,0.43,0.39,0.41,0.45,0.37,0.42,0.41,0.75,1.1,0.84,0.93,0.8,0.45,0.7
2015-04-29,0,0.64,0.36,0.43,0.48,0.49,0.42,0.53,1.61,1.15,0.47,0.33,0.39,0.35,0.36,0.37,0.37,0.36,0.42,1.12,0.85,0.93,1.32,1.29,1.43
2015-04-30,0,0.37,0.21,0.22,0.21,0.21,0.28,0.26,0.7,0.49,0.4,0.26,0.25,0.28,0.29,0.3,0.3,0.3,0.7,1.85,1.98,1.09,1.35,1.11,0.25
2015-05-01,0,0.26,0.27,0.3,0.3,0.23,0.22,0.32,1.28,0.4,0.25,0.23,0.19,0.28,0.17,0.25,0.22,0.24,0.23,0.21,0.24,0.71,0.61,0.53,0.94
2015-05-02,0,0.72,0.22,0.22,0.17,0.24,0.22,0.2,0.37,0.95,0.93,0.94,1.08,0.94,0.76,0.59,0.5,0.47,0.34,0.49,3.52,5.21,1.22,1.05,1.22
2015-05-03,0,0.71,0.56,0.42,0.53,0.45,0.5,0.44,0.44,1.86,1.08,1.06,1.1,0.77,0.59,0.48,0.37,0.44,0.55,0.47,1.55,0.89,3.05,2.05,0.49
2015-05-04,0,0.37,0.33,0.19,0.22,0.18,0.24,1.05,1.21,0.44,0.24,0.25,0.21,0.42,0.25,0.49,0.3,0.37,1.76,2.07,0.96,1.05,1.4,1.24,1.02
2015-05-05,0,0.41,0.44,0.34,0.43,0.42,0.4,0.38,1.0,0.86,0.33,0.43,0.42,0.41,0.41,0.41,0.42,0.37,0.46,0.42,0.7,0.76,1.24,1.15,0.77
2015-05-06,0,0.5,0.57,0.52,0.47,0.47,0.48,0.43,3.11,0.76,0.39,0.39,0.46,0.38,0.46,0.37,0.48,0.45,0.4,1.2,0.54,0.54,0.85,0.84,0.84
2015-05-07,0,0.44,0.56,0.51,0.42,0.51,0.45,0.59,0.75,0.48,0.42,0.4,0.39,0.44,0.39,0.43,0.44,0.43,0.37,0.91,1.75,0.82,1.63,0.95,0.54
2015-05-08,0,0.47,0.44,0.45,0.43,0.46,0.39,0.48,0.9,0.44,0.42,0.43,0.38,0.43,0.43,0.4,0.4,0.49,1.18,0.76,0.71,2.26,1.25,0.96,1.15
2015-05-09,0,0.65,0.24,0.28,0.23,0.22,0.22,0.23,0.26,0.54,0.43,0.82,1.65,2.13,0.89,0.97,0.91,0.92,1.32,1.92,1.11,2.39,1.31,1.08,1.08
2015-05-10,0,1.04,0.76,0.61,0.49,0.49,0.45,0.52,0.45,0.46,0.53,1.2,0.81,1.04,0.8,0.51,0.53,0.77,0.78,1.08,1.48,1.26,1.5,1.1,0.76
2015-05-11,0,0.64,0.57,0.52,0.53,0.48,0.51,0.55,0.92,0.47,1.89,2.13,2.4,0.47,0.44,0.52,0.41,0.4,0.51,1.22,1.15,1.11,0.98,1.17,0.61
2015-05-12,0,0.56,0.41,0.53,0.45,0.54,0.5,0.53,2.13,2.57,0.47,0.42,0.37,0.45,0.51,0.47,0.43,0.45,0.52,0.78,2.45,1.18,1.14,0.72,0.69
2015-05-14,0,0.47,0.66,0.49,0.52,0.47,0.59,1.74,1.02,0.78,0.43,0.63,0.47,0.41,0.96,0.43,0.44,0.38,0.5,1.45,0.62,0.63,3.51,1.27,0.63
2015-05-15,0,0.53,0.42,0.42,0.45,0.46,0.41,0.46,2.21,1.07,0.63,0.38,0.43,0.41,0.39,0.43,0.39,0.41,0.61,0.57,2.26,1.18,0.91,0.99,0.88
2015-05-16,0,0.76,0.46,0.44,0.52,0.41,0.49,0.43,0.49,0.83,2.29,2.14,1.32,0.77,0.89,0.86,0.77,0.74,0.49,0.5,1.85,0.96,0.82,0.7,0.48
2015-05-19,0,0.64,0.48,0.51,0.44,0.49,0.47,0.42,0.78,0.5,0.45,0.4,0.47,0.4,0.47,0.41,0.55,0.44,0.64,0.55,2.58,1.35,1.71,3.79,1.2
2015-05-20,0,0.5,0.49,0.45,0.48,0.49,0.43,0.55,0.8,3.17,1.18,0.44,0.41,0.48,0.37,0.39,0.42,0.52,0.5,1.93,1.66,1.35,1.7,2.84,0.75
2015-05-21,0,0.45,0.5,0.41,0.48,0.48,0.42,0.78,3.06,0.96,0.38,0.38,0.4,0.39,0.43,0.39,0.35,0.35,0.34,0.28,0.45,1.26,0.66,1.27,0.93
2015-05-23,1,0.86,0.92,0.45,0.46,0.53,0.41,0.45,0.49,0.92,0.42,1.44,3.54,1.07,0.78,0.9,1.29,3.1,1.63,1.22,1.3,2.42,2.46,1.49,1.21
2015-05-24,1,1.3,1.08,0.48,0.52,0.47,0.55,0.54,0.75,1.04,1.71,1.89,5.66,1.91,0.83,0.96,1.1,1.05,1.13,1.33,3.4,1.96,2.16,1.42,1.15
2015-05-25,0,0.26,0.34,0.26,0.31,0.29,0.2,0.43,0.51,0.94,0.62,0.68,2.62,0.68,0.44,0.77,1.07,0.37,0.26,0.31,1.81,1.9,1.26,1.38,0.95
2015-05-26,0,0.48,0.45,0.49,0.57,0.43,0.48,0.44,0.73,1.05,1.07,0.46,0.41,0.34,0.75,0.51,1.1,1.49,1.78,1.42,0.53,0.57,1.34,1.93,0.89
2015-05-27,0,0.35,0.21,0.26,0.24,0.19,0.16,0.22,1.18,0.79,0.59,0.39,0.4,0.36,0.38,0.49,0.39,0.34,0.57,0.34,1.35,1.26,2.39,1.08,0.64
2015-05-28,0,0.72,0.29,0.25,0.3,0.25,0.24,0.32,2.27,2.29,0.24,0.22,0.21,0.5,0.99,0.33,0.31,0.27,0.26,0.28,1.44,0.9,1.17,3.44,1.95
2015-05-29,0,0.58,0.58,0.6,0.55,0.63,0.56,0.61,1.58,1.29,0.65,0.56,0.57,0.54,0.58,0.55,0.82,0.86,1.44,1.41,1.0,1.23,1.28,1.09,0.98
2015-05-30,0,0.5,0.55,0.39,0.56,0.45,0.38,0.53,0.64,1.63,1.01,1.09,1.14,0.95,1.18,0.59,0.57,0.61,0.66,1.15,0.8,0.83,0.74,0.35,0.39
2015-06-01,0,0.21,0.18,0.26,0.25,0.16,0.26,0.26,0.55,0.27,0.23,0.19,0.25,0.24,0.63,0.59,0.69,1.67,0.63,0.43,1.26,0.23,0.56,0.84,0.28
2015-06-02,0,0.27,0.23,0.23,0.29,0.19,0.26,0.59,3.8,0.32,0.19,0.33,0.26,0.24,0.16,0.21,0.2,0.19,0.43,0.44,2.29,0.62,0.75,0.49,0.3
2015-06-05,0,0.19,0.21,0.25,0.18,0.26,0.21,0.2,1.95,0.19,0.24,0.17,0.24,0.22,0.21,0.23,0.2,0.19,0.29,1.09,1.58,1.35,0.42,0.46,0.32
2015-06-06,0,0.44,0.32,0.17,0.22,0.24,0.17,0.24,0.97,2.91,1.38,0.55,0.24,0.18,0.23,3.64,1.33,0.25,0.25,0.27,0.37,0.67,0.68,0.59,0.7
2015-06-08,0,0.39,0.37,0.31,0.18,0.23,0.23,0.18,0.61,0.61,0.31,0.33,0.26,0.3,0.37,0.33,0.31,0.38,0.5,1.1,0.33,0.51,0.77,0.71,0.46
2015-06-09,0,0.32,0.24,0.2,0.25,0.28,0.32,0.18,1.19,0.75,0.21,0.27,0.33,0.26,0.29,0.28,0.28,0.27,0.28,1.1,0.84,0.49,0.47,0.59,0.34
2015-06-10,0,0.22,0.22,0.29,0.21,0.28,0.22,0.26,0.34,0.32,0.2,0.21,0.28,0.2,0.23,0.22,0.28,0.28,0.23,1.87,0.84,0.32,0.29,0.38,0.33
2015-06-11,0,0.27,0.34,0.33,0.31,0.35,0.26,0.32,0.37,0.87,0.27,0.3,0.3,0.27,0.31,0.3,0.3,0.32,1.22,1.38,0.64,0.56,0.5,0.49,0.43
2015-06-12,0,0.35,0.26,0.25,0.29,0.24,0.3,0.24,1.29,0.28,0.35,0.3,0.31,0.23,0.29,0.29,0.25,0.27,0.32,0.28,0.28,0.38,0.43,0.62,0.33
2015-06-13,0,0.25,0.31,0.25,0.32,0.34,0.34,0.26,0.31,0.26,0.28,0.24,0.76,1.41,0.79,1.02,0.31,0.33,0.55,1.17,0.61,0.65,1.07,1.06,0.41
2015-06-14,1,0.31,0.18,0.28,0.31,0.27,0.21,0.25,0.73,1.08,0.83,0.82,0.94,0.6,0.45,0.7,0.46,2.87,0.46,2.02,4.04,0.73,1.04,2.86,0.33
2015-06-15,0,0.21,0.33,0.2,0.31,0.25,0.21,0.36,0.25,0.48,2.49,2.2,2.69,0.61,0.19,0.34,0.22,0.26,0.26,1.51,0.98,0.81,0.72,0.71,0.44
2015-06-16,0,0.34,0.25,0.31,0.29,0.29,0.6,0.89,1.78,0.37,0.21,0.2,0.25,0.21,0.21,0.34,0.19,0.29,0.27,2.09,1.48,0.44,2.3,1.74,0.47
2015-06-17,0,0.32,0.23,0.34,0.2,0.34,0.21,0.25,0.4,0.69,0.34,0.31,0.57,0.5,0.43,0.48,0.77,0.29,0.38,1.03,1.34,0.7,0.54,0.51,0.36
2015-06-18,0,0.33,0.28,0.22,0.37,0.25,0.27,0.29,1.2,0.56,0.7,0.49,0.22,0.78,0.85,0.4,0.48,0.43,0.75,0.68,0.55,1.18,0.84,0.39,0.46
2015-06-19,0,0.25,0.38,0.26,0.28,0.21,0.32,0.21,0.56,0.82,0.41,0.3,0.62,0.45,0.33,0.43,0.55,0.37,0.27,0.49,0.29,0.49,1.51,1.06,0.46
2015-06-20,0,0.21,0.31,0.2,0.28,0.23,0.26,0.66,3.35,1.58,0.34,0.18,0.18,0.29,0.23,0.2,0.22,0.23,0.31,0.43,1.18,0.56,0.63,0.71,0.65
2015-06-21,0,0.4,0.44,0.26,0.24,0.23,0.29,0.24,0.25,0.31,0.43,0.6,0.19,0.22,1.26,2.03,0.28,0.25,0.63,0.9,0.6,0.43,1.07,0.65,0.58
2015-06-22,0,0.42,0.38,0.38,0.29,0.42,0.29,0.36,0.36,0.49,0.22,0.34,0.37,0.27,0.23,0.26,0.28,0.32,0.24,0.22,0.31,0.8,0.63,0.36,0.41
2015-06-23,0,0.27,0.33,0.24,0.17,0.24,0.29,0.34,1.35,1.76,0.22,0.28,0.29,0.27,0.52,0.32,0.29,0.34,0.25,0.96,0.94,4.1,1.08,0.56,0.55
2015-06-24,0,0.25,0.27,0.35,0.28,0.23,0.3,0.31,0.29,0.63,0.28,0.36,0.49,0.89,0.49,0.53,0.39,0.51,0.48,1.08,0.63,0.8,1.41,1.42,1.24
2015-06-25,0,0.41,0.31,0.26,0.21,0.24,0.37,0.22,0.27,0.19,0.65,0.72,0.31,1.17,1.55,3.44,0.75,0.46,0.46,0.3,0.31,0.43,0.77,0.63,0.56
2015-06-26,0,0.41,0.51,0.23,0.25,0.24,0.29,0.2,0.34,3.22,0.46,0.32,0.28,0.2,0.28,0.27,0.22,0.4,0.32,0.45,3.39,0.68,0.47,0.58,0.43
2015-06-27,0,0.31,0.29,0.39,0.26,0.4,0.42,0.26,0.32,0.97,0.33,0.27,0.36,0.29,0.32,0.31,0.3,0.35,0.32,0.4,1.65,0.9,1.07,0.77,0.52
2015-06-28,0,0.55,0.59,0.42,0.38,0.41,0.41,0.34,0.39,0.83,0.5,0.48,0.37,0.44,0.38,0.39,0.54,0.41,0.41,0.42,0.36,0.66,0.85,0.36,0.23
2015-06-29,0,0.32,0.32,0.3,0.34,0.3,0.31,0.26,0.53,0.61,0.26,0.57,0.32,0.4,0.37,0.36,0.47,2.84,3.63,1.08,0.55,0.48,0.51,0.51,0.38
2015-06-30,0,0.44,0.38,0.32,0.31,0.33,0.29,0.33,0.31,0.59,0.27,0.23,0.29,0.26,0.38,0.28,0.29,0.3,0.31,0.39,2.29,2.5,0.82,3.1,0.49
2015-07-01,0,0.31,0.33,0.31,0.29,0.23,0.28,0.28,0.26,0.23,0.39,0.32,0.57,1.04,0.61,0.29,0.29,0.28,0.28,0.29,0.35,0.43,2.73,1.76,0.5
2015-07-02,0,0.43,0.31,0.31,0.3,0.31,0.23,0.31,1.98,0.62,0.3,0.24,0.3,0.34,0.34,0.27,0.3,0.28,0.31,1.0,1.29,0.37,1.24,1.34,0.85
2015-07-03,0,0.4,0.35,0.34,0.32,0.26,0.34,0.34,2.65,0.48,0.41,0.31,0.29,0.29,0.28,0.28,0.28,0.28,0.28,0.98,0.83,0.33,0.32,0.32,1.19
2015-07-04,0,1.47,0.36,0.29,0.44,0.38,0.35,0.32,0.49,0.36,2.25,0.3,0.25,0.31,0.3,0.28,0.29,0.51,0.74,0.74,0.37,0.43,0.73,0.9,1.01
2015-07-05,0,0.71,0.49,0.44,0.4,0.39,0.34,0.38,0.61,0.35,0.36,0.3,0.52,0.37,0.73,0.95,0.36,0.35,0.39,0.39,1.39,0.47,0.52,0.81,0.47
2015-07-06,0,0.38,0.54,0.51,0.48,0.5,0.57,0.31,0.41,0.36,0.31,0.24,0.29,0.3,0.29,0.3,0.88,2.21,0.43,0.53,0.55,0.7,0.72,0.61,0.58
2015-07-07,0,0.34,0.34,0.33,0.33,0.43,0.34,0.33,0.59,0.57,0.35,0.33,0.34,0.34,0.32,0.32,0.32,0.32,0.33,0.36,0.33,0.48,0.65,0.62,1.08
2015-07-08,0,1.64,0.48,0.44,0.44,0.44,0.44,0.43,0.32,0.63,0.34,0.29,0.28,0.27,0.26,0.26,0.27,0.26,0.26,0.32,0.3,0.29,0.53,0.45,0.34
2015-07-09,0,0.28,0.31,0.28,0.29,0.29,0.28,0.21,0.29,0.25,0.24,0.24,0.21,0.22,0.22,0.21,0.23,0.38,0.43,1.16,0.47,0.34,0.65,0.88,1.1
2015-07-10,0,0.3,0.4,0.3,0.28,0.28,0.29,0.3,0.24,0.27,0.45,0.25,0.25,0.18,0.21,0.23,0.25,0.22,0.27,0.26,1.58,0.82,0.7,0.52,0.47
2015-07-11,0,0.4,0.38,0.33,0.4,0.43,0.49,0.36,0.44,0.39,0.49,0.2,0.23,0.67,0.57,0.74,1.18,1.44,0.69,0.43,0.51,0.51,0.47,0.69,0.61
2015-07-12,0,0.35,0.24,0.29,0.28,0.21,0.29,0.26,0.22,0.25,0.26,0.42,0.22,0.26,0.21,0.21,0.2,0.3,0.36,1.47,0.89,1.18,0.8,0.68,0.5
2015-07-13,0,0.31,0.31,0.31,0.3,0.21,0.25,0.28,0.31,0.32,0.22,0.2,0.2,0.2,0.2,0.22,0.36,0.32,0.36,1.36,1.16,0.57,0.59,0.73,1.08
2015-07-15,0,0.32,0.28,0.24,0.22,0.29,0.3,0.6,0.37,0.56,0.58,0.34,0.24,0.36,0.46,0.38,0.26,0.25,0.25,0.26,1.15,1.11,3.24,2.78,2.16
2015-07-16,0,0.48,0.25,0.32,0.16,0.21,0.24,0.23,0.32,0.6,0.48,0.24,0.16,0.2,0.22,0.53,0.38,0.38,0.21,0.22,0.22,0.23,0.21,0.23,0.22
2015-07-18,0,0.23,0.22,0.23,0.16,0.19,0.24,0.3,0.19,0.21,0.23,0.23,0.24,0.2,0.21,0.2,0.21,0.2,0.22,0.21,0.21,0.21,0.29,0.27,0.22
