Trial,MAE,MSE,RMSE,cvRMSE
1.0,0.3114982801640091,0.270497622837217,0.5200938596419084,0.3359602875964364
2.0,0.31059636535114815,0.2684388571567664,0.5181108541198172,0.3346793436030469
3.0,0.31184169024081976,0.2709818799600074,0.5205591992847762,0.33626087880194605
