Trial,MAE,MSE,RMSE,cvRMSE
1.0,0.10180050481754348,0.033347384671399936,0.18261266295468104,0.3660670210190909
2.0,0.10150798329784887,0.03301763126316911,0.1817075432203328,0.3642526096882585
3.0,0.10141593987197943,0.032958909841517496,0.18154588907909067,0.36392855631231824
