date only,blabla,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2015-05-07,1,0.3,0.19,0.2,0.2,0.2,0.19,0.36,0.85,0.4,0.39,0.25,0.17,0.29,0.19,0.18,0.26,0.55,0.54,0.35,0.33,0.58,0.75,0.85,1.08
2015-05-09,1,0.21,0.21,0.2,0.19,0.19,0.19,0.19,0.27,0.32,0.37,0.27,0.24,0.22,0.3,0.61,0.33,0.33,0.45,0.64,1.35,1.16,0.58,0.58,0.61
2015-05-10,0,0.67,0.39,0.33,0.25,0.22,0.22,0.21,0.24,0.32,2.1,0.47,1.5,0.92,1.71,1.44,1.52,1.37,1.22,1.52,1.27,1.48,1.19,1.92,1.42
2015-05-11,1,0.68,0.26,0.24,0.24,0.23,0.23,0.43,1.07,0.51,0.25,0.21,0.24,0.26,0.18,0.18,0.2,0.5,0.48,0.53,0.52,0.45,1.98,1.04,0.96
2015-05-12,1,0.28,0.24,0.22,0.19,0.19,0.23,0.22,0.57,0.41,0.48,0.18,0.2,0.22,0.2,0.19,0.19,0.57,0.39,0.47,1.35,0.86,1.4,1.9,1.4
2015-05-14,1,0.84,0.35,0.2,0.19,0.2,0.19,0.21,0.65,0.62,0.3,0.22,0.18,0.19,0.18,0.32,0.38,0.37,0.31,0.4,0.3,0.38,2.37,1.85,0.58
2015-05-15,1,0.4,0.2,0.21,0.2,0.19,0.21,0.4,0.52,0.67,1.38,0.16,0.19,0.2,0.18,0.26,0.21,0.2,0.19,0.24,0.31,2.8,0.73,0.68,0.96
2015-05-16,1,0.36,0.31,0.27,0.28,0.27,0.27,0.29,0.47,0.45,0.63,0.33,0.36,0.38,0.48,0.56,0.53,0.45,0.18,0.2,0.29,0.4,1.81,0.92,0.9
2015-05-17,1,1.02,0.46,0.2,0.2,0.19,0.43,0.36,0.27,0.37,0.58,0.52,0.32,0.71,0.55,0.25,0.31,0.29,0.33,0.88,0.53,0.63,0.55,0.6,0.68
2015-05-18,1,0.32,0.26,0.22,0.24,0.26,0.24,0.21,0.22,0.28,0.58,0.45,0.43,0.25,0.37,0.71,0.9,1.07,1.22,0.59,0.31,0.27,0.62,0.95,0.8
2015-05-19,1,0.23,0.23,0.25,0.23,0.23,0.24,0.29,0.91,2.11,0.32,0.2,0.17,0.21,0.19,0.2,0.24,0.24,0.36,0.4,0.44,0.47,0.69,0.86,0.6
2015-05-20,1,0.49,1.01,0.23,0.2,0.2,0.19,0.25,0.75,0.62,0.29,0.2,0.21,0.26,0.2,0.2,0.19,0.21,0.3,1.03,0.92,1.42,1.58,1.1,1.06
2015-05-23,1,0.4,0.44,0.45,0.27,0.2,0.2,0.25,0.31,0.24,0.37,1.08,0.41,0.2,0.2,0.19,0.21,0.39,1.16,0.73,0.55,1.17,0.59,1.16,1.95
2015-05-24,0,2.5,0.29,0.4,0.22,0.21,0.22,0.22,0.25,0.25,0.3,0.47,0.35,1.12,0.65,0.72,0.63,0.37,0.44,2.01,1.76,1.31,1.51,1.44,1.67
2015-05-25,1,1.47,0.2,0.23,0.22,0.2,0.19,0.32,2.07,0.96,0.45,0.19,0.2,0.19,0.21,0.22,0.23,0.22,0.19,0.57,0.69,0.81,0.88,0.97,0.67
2015-05-26,1,0.37,0.21,0.22,0.22,0.19,0.18,0.21,0.71,0.62,0.26,0.22,0.2,0.25,0.29,0.21,0.2,0.19,0.19,0.26,0.32,0.32,0.59,0.72,1.04
2015-05-28,1,0.28,0.18,0.2,0.22,0.22,0.2,0.18,0.35,0.53,0.45,0.24,0.21,0.19,0.19,0.23,0.21,0.18,0.21,0.24,0.33,0.5,0.89,0.77,0.75
2015-05-29,1,0.3,0.24,0.23,0.24,0.35,0.23,0.3,0.61,0.49,0.66,0.45,0.55,0.47,2.02,1.03,1.54,1.4,0.36,1.56,0.23,0.22,0.27,0.41,0.23
2015-05-31,1,0.34,0.23,0.26,0.22,0.22,0.24,0.22,0.22,0.24,0.27,0.27,0.25,0.44,0.24,0.21,0.21,0.3,1.99,0.88,0.69,1.26,1.34,1.38,1.92
2015-06-01,0,1.48,0.87,0.57,0.54,0.66,0.51,0.68,0.99,0.86,0.62,0.56,0.62,0.61,0.5,0.54,0.55,0.57,1.17,0.7,1.11,1.03,1.13,1.32,1.05
2015-06-02,1,0.58,0.51,0.61,0.55,0.54,0.53,0.61,0.97,0.22,0.21,0.2,0.19,0.19,0.2,0.2,0.22,0.23,0.57,0.61,0.81,0.59,0.83,1.27,1.54
2015-06-04,1,0.24,0.21,0.19,0.2,0.2,0.2,0.24,0.62,0.71,0.47,0.2,0.19,0.18,0.19,0.23,0.25,0.23,0.19,0.19,0.37,0.7,0.33,0.75,1.01
2015-06-06,1,0.24,0.23,0.24,0.23,0.24,0.23,0.24,0.23,0.35,0.35,0.25,0.17,0.24,0.24,0.4,0.3,0.29,0.34,0.4,0.76,0.39,0.45,0.53,0.55
2015-06-07,1,0.6,0.28,0.2,0.22,0.31,0.22,0.25,0.21,0.3,0.33,0.21,0.21,0.26,0.44,0.27,0.24,0.32,1.71,1.42,0.61,1.19,0.87,1.95,0.89
2015-06-08,1,1.0,0.26,0.24,0.25,0.23,0.23,0.25,0.68,0.48,0.25,0.18,0.21,0.2,0.2,0.21,0.21,0.28,0.2,0.19,0.27,0.66,0.65,0.79,0.71
2015-06-09,1,0.29,0.2,0.2,0.22,0.21,0.2,0.26,0.63,0.45,0.16,0.24,0.19,0.32,0.24,0.26,0.19,0.28,0.2,0.2,0.59,0.3,0.32,0.77,0.65
2015-06-10,1,0.24,0.2,0.2,0.18,0.29,0.21,0.21,0.7,0.47,0.21,0.23,0.19,0.19,0.2,0.19,0.19,0.2,0.23,0.99,1.59,0.88,0.82,0.98,0.74
2015-06-11,1,0.36,0.2,0.2,0.21,0.19,0.19,0.27,0.53,0.62,0.31,0.2,0.19,0.2,0.19,0.19,0.2,0.19,0.19,0.19,0.58,0.3,0.39,1.08,1.36
2015-06-12,1,0.28,0.22,0.21,0.2,0.2,0.2,0.42,0.4,0.59,0.31,0.2,0.2,0.19,0.19,0.21,0.19,0.19,0.2,0.22,0.28,0.23,0.36,0.77,0.76
2015-06-13,1,0.61,0.22,0.23,0.21,0.21,0.22,0.21,0.39,0.5,0.43,0.35,0.36,0.23,0.23,0.19,0.2,0.63,0.91,1.43,0.57,0.55,0.78,0.58,0.55
2015-06-14,0,0.32,0.3,0.36,0.28,0.21,0.22,0.19,0.27,0.47,0.71,0.57,0.52,0.21,2.14,1.56,0.32,0.17,0.57,1.47,1.49,1.33,1.14,2.74,1.7
2015-06-15,1,0.39,0.2,0.24,0.21,0.21,0.21,0.25,0.62,0.56,0.22,0.22,0.22,0.19,0.19,0.19,0.19,0.22,0.21,0.38,0.38,0.61,0.65,0.87,0.73
2015-06-17,1,0.46,0.2,0.21,0.2,0.2,0.22,0.31,0.45,1.37,0.35,0.21,0.22,0.2,0.19,0.18,0.2,0.22,0.2,0.2,0.21,0.35,0.81,0.87,1.28
2015-06-18,1,0.39,0.25,0.21,0.2,0.2,0.19,0.5,0.53,0.45,0.32,0.17,0.2,0.21,0.2,0.2,0.21,0.19,0.18,0.22,0.35,0.61,0.79,0.65,0.7
2015-06-20,1,0.25,0.23,0.22,0.23,0.25,0.24,0.22,0.24,0.91,1.04,0.18,0.2,0.3,0.17,0.35,0.64,0.82,0.98,1.48,0.63,0.4,0.43,1.25,0.64
2015-06-21,0,0.61,0.63,0.62,0.55,0.52,0.52,0.25,0.21,0.27,1.43,1.55,0.5,0.2,0.26,0.23,0.21,0.23,0.41,0.88,1.44,0.55,0.38,0.93,1.02
2015-06-22,1,0.82,0.2,0.21,0.22,0.21,0.19,0.3,0.48,0.52,0.38,0.19,0.18,0.19,0.21,0.21,0.25,0.28,0.19,0.73,1.67,1.14,1.25,1.08,1.31
2015-06-24,1,0.38,0.21,0.19,0.21,0.2,0.22,0.38,0.49,0.51,0.22,0.2,0.24,0.19,0.19,0.2,0.19,0.2,0.21,0.2,0.35,0.3,0.98,1.4,0.37
2015-06-25,1,0.17,0.26,0.2,0.2,0.2,0.19,0.32,0.67,0.86,0.3,0.2,0.33,0.3,0.17,0.22,0.25,0.2,0.2,0.17,0.27,0.37,0.31,0.45,0.59
2015-06-26,1,0.5,0.24,0.23,0.23,0.24,0.23,0.24,0.35,0.56,0.23,0.23,0.19,0.2,0.2,0.22,0.21,0.21,0.22,0.28,0.56,0.39,0.28,0.99,0.78
2015-06-27,1,2.42,0.22,0.24,0.26,0.22,0.24,0.22,0.22,0.38,0.19,0.29,0.28,0.21,0.58,0.84,0.52,0.47,0.91,0.91,0.35,0.41,0.58,0.52,0.97
2015-06-28,1,0.68,0.2,0.3,0.23,0.29,0.22,0.23,0.27,0.61,0.58,0.86,1.06,0.45,0.24,0.48,0.29,0.3,0.37,0.59,1.09,2.35,0.91,1.54,1.08
2015-06-29,1,0.35,0.24,0.32,0.33,0.29,0.4,0.5,0.46,0.61,0.37,0.24,0.29,0.39,0.39,0.41,0.31,0.3,0.24,0.51,0.89,1.23,0.68,0.8,0.76
2015-06-30,1,0.39,0.32,0.32,0.33,0.32,0.34,0.48,0.6,0.42,0.4,0.29,0.21,0.3,0.28,0.22,0.27,0.21,0.21,1.52,0.41,0.3,0.45,0.63,0.66
2015-07-01,0,0.38,0.27,0.2,0.29,0.25,0.23,0.29,0.23,0.22,0.42,0.24,0.27,0.41,0.2,0.19,0.2,0.58,1.76,1.78,1.22,1.08,1.65,3.08,1.59
2015-07-02,1,1.36,0.31,0.26,0.26,0.26,0.25,0.47,0.75,0.84,0.41,0.25,0.31,0.31,0.25,0.26,0.29,0.25,0.2,0.28,0.4,0.35,0.26,0.59,0.85
2015-07-03,1,0.47,0.24,0.21,0.2,0.25,0.24,0.24,0.31,0.39,0.33,0.16,0.2,0.24,0.21,0.2,0.18,0.2,0.2,0.57,0.29,0.24,0.52,0.66,0.63
2015-07-04,1,1.46,0.17,0.17,0.17,0.17,0.17,0.16,0.21,0.44,0.41,0.2,0.21,0.18,0.24,0.34,0.23,0.29,1.29,1.79,0.28,0.24,0.18,0.45,0.46
2015-07-05,0,0.26,0.32,0.23,0.29,0.27,0.26,0.26,0.25,0.26,0.35,0.46,0.32,0.39,1.04,0.89,1.29,0.6,1.47,1.78,0.93,0.57,1.11,1.02,0.53
2015-07-06,1,0.34,0.32,0.21,0.31,0.23,0.35,0.61,0.47,0.54,0.23,0.2,0.22,0.23,0.19,0.2,0.19,0.19,0.23,0.33,0.37,0.58,0.95,0.88,0.61
2015-07-07,1,0.27,0.32,0.29,0.24,0.22,0.23,0.35,0.48,0.4,0.26,0.17,0.21,0.25,0.33,0.27,0.16,0.24,0.21,0.21,0.94,0.94,0.7,0.81,0.59
2015-07-08,1,0.36,0.21,0.25,0.3,0.22,0.22,0.32,0.54,0.35,0.47,0.29,0.2,0.18,0.21,0.22,0.21,0.2,0.18,0.19,0.65,0.29,0.3,0.45,0.62
2015-07-09,1,0.23,0.23,0.32,0.26,0.27,0.23,0.22,0.62,0.33,0.19,0.43,0.17,0.24,0.2,0.19,0.22,0.22,0.21,0.46,0.46,0.26,0.28,0.82,0.64
2015-07-11,0,0.22,0.2,0.22,0.21,0.2,0.21,0.29,0.3,0.23,0.23,0.48,0.3,0.36,0.21,0.21,1.15,0.73,1.12,2.04,1.72,1.32,1.04,1.24,2.64
2015-07-12,0,0.64,0.18,0.23,0.23,0.19,0.2,0.19,0.19,0.33,0.49,1.87,0.95,0.92,0.46,0.3,0.26,0.21,0.19,0.19,0.2,0.63,1.98,1.26,1.01
2015-07-13,1,0.95,0.21,0.19,0.21,0.21,0.22,0.2,1.17,0.48,0.29,0.19,0.31,0.19,0.18,0.45,0.28,0.21,0.2,0.5,0.96,0.78,1.63,1.04,1.05
2015-07-14,1,0.44,0.24,0.19,0.22,0.22,0.27,0.32,0.33,0.42,0.16,0.2,0.27,0.42,0.2,0.23,0.22,0.18,0.2,0.19,0.49,0.32,0.29,1.14,0.67
2015-07-16,1,0.19,0.28,0.19,0.2,0.23,0.24,0.46,0.34,0.83,0.23,0.2,0.2,0.21,0.23,0.24,0.22,0.2,0.19,0.19,0.31,0.4,0.47,0.9,1.39
2015-07-17,1,1.69,0.26,0.2,0.18,0.2,0.26,0.39,1.12,0.58,0.28,0.22,0.19,0.19,0.21,0.23,0.2,0.18,0.19,0.31,0.19,0.55,0.48,0.6,0.36
2015-07-19,1,0.66,0.23,0.26,0.26,0.22,0.22,0.26,0.24,0.31,0.32,0.28,0.21,0.22,0.25,0.27,0.32,0.32,0.62,0.89,1.17,0.71,0.85,1.01,0.72
2015-07-20,1,0.34,0.47,0.44,0.52,0.45,0.59,0.8,1.28,1.0,0.54,0.39,0.5,0.49,0.47,0.65,0.39,1.51,0.68,1.43,0.82,0.28,0.78,0.95,0.67
2015-07-21,1,0.63,0.31,0.27,0.26,0.29,0.28,0.5,0.61,0.55,0.66,0.37,0.19,0.28,0.18,0.25,0.28,0.34,0.31,0.33,1.37,1.92,0.86,1.02,0.97
2015-07-22,1,0.58,0.44,0.4,0.24,0.24,0.25,0.31,0.54,0.7,0.39,0.71,0.48,1.17,0.3,0.34,0.39,0.27,0.64,1.97,0.87,0.68,0.77,0.74,0.64
2015-07-23,1,0.51,0.46,0.28,0.26,0.25,0.24,0.24,0.38,0.48,0.2,0.37,0.24,0.18,0.23,0.29,0.22,0.3,0.39,0.41,0.28,0.27,0.21,0.27,0.28
2015-07-24,1,0.26,0.19,0.2,0.21,0.19,0.19,0.2,0.22,0.44,0.52,0.6,0.55,0.86,0.57,0.6,0.55,0.32,0.3,0.59,0.6,0.89,0.88,0.81,0.89
2015-07-25,1,0.69,0.77,0.22,0.22,0.23,0.24,0.36,0.3,0.36,0.39,0.29,0.24,0.29,0.23,0.18,0.22,0.32,0.2,0.36,1.07,0.44,0.53,0.88,2.34
2015-07-26,0,0.86,0.25,0.21,0.19,0.2,0.21,0.19,0.19,0.2,0.82,0.59,0.9,0.63,1.84,1.1,0.77,0.24,1.02,1.32,2.16,1.35,0.95,0.85,1.34
2015-07-27,1,0.5,0.43,0.43,0.4,0.29,0.21,0.32,0.58,0.47,0.41,0.43,0.64,0.39,0.56,0.2,0.36,0.47,0.49,0.36,0.46,1.34,1.05,0.89,0.83
2015-07-28,1,0.38,0.29,0.22,0.2,0.21,0.19,0.22,0.63,0.49,0.32,0.22,0.49,0.26,0.23,0.19,0.23,0.34,0.85,0.49,0.44,0.58,0.89,0.95,0.35
2015-07-30,1,0.38,0.25,0.35,0.32,0.27,0.25,0.3,0.59,0.77,0.92,0.69,0.57,0.74,0.37,0.26,0.3,0.52,0.74,1.34,0.57,0.49,0.51,0.65,1.15
2015-07-31,1,1.13,0.24,0.24,0.27,0.25,0.22,0.3,0.73,0.53,0.53,0.43,0.3,0.42,0.35,0.3,0.82,0.46,0.33,0.29,0.44,0.4,0.47,0.65,0.33
2015-08-01,1,0.3,0.26,0.23,0.23,0.24,0.23,0.25,0.26,0.23,0.45,0.34,0.23,0.22,0.21,0.31,0.36,0.26,0.79,0.56,0.59,0.27,0.53,0.83,0.86
2015-08-02,0,0.72,0.29,0.27,0.26,0.22,0.22,0.22,0.36,0.2,0.39,0.38,0.69,1.32,0.16,0.27,1.26,0.7,0.65,2.2,0.65,0.73,0.61,0.87,1.18
2015-08-03,1,1.07,1.1,0.82,0.26,0.26,0.27,0.31,0.32,0.3,0.35,0.55,0.79,0.38,0.43,0.38,0.4,0.28,0.85,1.2,0.68,0.68,0.62,1.3,0.82
2015-08-04,1,0.29,0.24,0.35,0.3,0.2,0.27,0.39,0.59,0.49,0.28,0.27,0.22,0.2,0.25,0.34,0.3,0.26,0.22,0.24,0.41,0.43,0.41,0.43,0.79
