Trial,MAE,MSE,RMSE,cvRMSE
1.0,0.21861776972029306,0.17553573218993482,0.4189698463970108,0.6878185375112508
2.0,0.21795892773147188,0.17490166132996376,0.41821245955849257,0.6865751432381788
3.0,0.21927953483044144,0.17589618027725062,0.419399785738203,0.6885243645568496
