y_pred_LR,y_pred_SVR,y_pred_DT,y_pred_RF,y_pred_RFU,y_pred_GB,y_pred_XGB,y_pred_BT,y_pred_NN
0.16156457364563556,-0.7083523980745429,0.16631443298968945,0.16833814342945216,0.16911475764645673,0.19570075403815423,0.17413622,0.1665584924933004,0.1880628391349389
1.1772177856624655,1.9023072915543602,1.82,1.4811983819949441,1.4282644058180483,1.428287636066618,1.5342516,1.518,1.2113235870178698
0.16054645328249706,-0.5487349910270597,0.19,0.25163588585237695,0.24739888250870334,0.23348343512600428,0.26314044,0.27,0.02424820689524118
1.0876505560776073,0.8442458957740389,0.67,0.9899073843684026,1.0554914399029287,1.0815023169301525,1.0285211,1.174,1.1439272422056987
0.7783912980209611,-0.10703185353160471,0.25,0.7594336700598557,0.7376169160542555,0.7130275326049905,0.7478107,0.917,0.7502871153532306
0.25885513457810405,-0.6414416081226716,0.23512690355329866,0.23464683743049775,0.2313864916690056,0.22618461586372707,0.22734995,0.23545007024656925,0.23582630451746403
0.3893398094355571,-0.3772837119552298,0.5,0.5101238551241954,0.4354496698028481,0.3781794222114278,0.45379382,0.596,0.4581401671464984
0.32846125782317104,-0.6492652467044725,0.23,0.213420150434745,0.22604251760074776,0.2185780344736035,0.23286492,0.24699999999999997,0.2712579125893424
0.21842606761028555,-0.5576108004732753,0.19,0.20799154662588182,0.2164070166504656,0.21565891999583067,0.21632412,0.207,0.20742402356642972
0.33993386293656697,-0.6635209158772094,0.16,0.21895095500778422,0.22901228963285766,0.22986763326043655,0.2034877,0.179,0.20945766774355642
0.19040542917997683,-0.6786692618406428,0.20371657754010633,0.20291978227009955,0.20300151602728939,0.19570075403815423,0.20450272,0.20393646675032642,0.21839911420902555
0.2529046792388572,-0.5861248980217989,0.22,0.2644954356143377,0.2595462609464178,0.24850382648335886,0.2384285,0.25199999999999995,0.17176073538032352
0.30177081670808964,-0.5653660058081355,0.24,0.2302710288766989,0.23328135104853703,0.19621072518361757,0.21854053,0.23600000000000004,0.26560582538965105
0.5041226991698228,0.06947251246079034,0.6,0.8057584141036385,0.6917464526628433,0.6483030431809929,0.77641314,0.951,0.554682477027585
0.3132032003444908,-0.43237374514762417,0.3,0.2759462895474969,0.26378995665750393,0.25694507959832485,0.2983147,0.262,0.3260036273759155
0.5844130894456844,0.19705752566847,1.01,0.7618334761500184,0.7586301012784117,0.6664928725066898,0.87376696,0.6300000000000001,0.5655857384518301
0.11480074291293892,-0.5818012660306376,0.20000000000000004,0.23424155121784784,0.23078863652356688,0.22509354851758903,0.23027667,0.21200000000000002,-0.011823157832717535
1.123024973363526,2.068995520809247,2.59,1.4550920368063813,1.3744783748486318,1.4872190833253542,1.2308286,1.5099999999999998,1.1719757176355057
0.3998854597574465,-0.39717928492241505,0.16,0.26368905657774966,0.3298270069672711,0.3640898372669534,0.2781187,0.223,0.4077882021965292
0.35991831962465365,-0.4182646062671923,0.4,0.5172510177820362,0.45999646293646335,0.3521508242483268,0.4359864,0.5110000000000001,0.41060188379203744
0.4195886534533741,-0.44111853456570804,0.22,0.30311589234811365,0.3449962520217291,0.30954487444270834,0.3635857,0.34800000000000003,0.41864075346485263
0.6958292604904921,0.16266279509581205,0.17,0.7393902544547261,0.7585953547538986,0.8125104298570963,0.7155606,0.779,0.7691914233732593
0.6277260404476308,0.17106204495572752,0.39,0.48750081420051933,0.5029685527947142,0.5582108608247995,0.47832265,0.543,0.6057668740498654
0.23578245015063104,-0.6628391053938268,0.20510309278350647,0.2052405999141724,0.20681346281459217,0.21158349818502098,0.20692682,0.20507838719828722,0.21869889270109946
0.35359257878624406,-0.6454327855298657,0.18,0.20181907193840892,0.22153896767981945,0.21058113590554325,0.21197356,0.19999999999999998,0.2759866809264049
0.2231666174238585,-0.4668182728816763,0.6,0.5046889877966733,0.45778428437159463,0.41848927380666745,0.5265049,0.576,0.2695408430438554
0.2735447002597522,-0.6949489403905805,0.19,0.3075468061674188,0.29830890881084626,0.2969133681868181,0.27455404,0.29500000000000004,0.23329932761141706
0.39562511956189395,-0.6034151398440869,0.21,0.22255888826769804,0.23474016634419176,0.19638800655029479,0.20028837,0.19499999999999998,0.3129079359836936
0.9365413487560115,0.3849936946292437,0.97,1.1116184045792703,1.0609797915012782,0.9964784437044908,0.7695572,1.1300000000000001,0.811413792264912
0.729581023674663,-0.17178885064679938,0.3,0.5577340834041319,0.5875885893311957,0.6583189290388226,0.47636622,0.4410000000000001,0.5921932112434007
0.42437147635446637,-0.370672526365876,0.21,0.2835201009101379,0.344854388656619,0.38716789716367733,0.32108548,0.291,0.43707639623766437
0.5446776128213225,-0.3275028991467329,0.22,0.38458805234977783,0.3680846114232345,0.4073813975056419,0.35257894,0.31300000000000006,0.6408162305420184
0.35596383855432223,-0.5808962199813733,0.18,0.2092305643203262,0.22153473544158572,0.21058113590554325,0.21176723,0.198,0.36175726222697624
0.33334704557060224,-0.5540758132952662,0.27,0.23090792307285557,0.242095117839676,0.20448061813128185,0.21957588,0.20400000000000001,0.2763399233695125
0.8687309070902836,1.2709524541965367,1.39,1.238730507336123,1.158144921330261,1.1784207854540119,1.219228,1.613,0.960678416709691
0.4213853174272546,-0.331025158477687,0.27,0.4271041205214419,0.3922832485094452,0.36085168462314693,0.41323853,0.5269999999999999,0.4505470007652346
0.9292048399875459,0.6804658381400666,0.82,1.1029245491865545,1.0632727346681226,1.075605923895333,1.1370933,1.08,0.9541134521819451
1.0443602704902561,0.8616883747573287,1.3,1.020312325876896,0.9737519628507931,1.0271378610913862,0.98796004,1.123,0.9715821670421084
0.4291000331390033,-0.5311326801371944,0.21,0.2744416060673877,0.2824439098232334,0.27733727483737713,0.2302035,0.259,0.3671489366181778
0.3885469296264332,-0.12308411231499905,0.45,0.49507874121031215,0.4714877314843831,0.4827310100812671,0.52402383,0.534,0.6011711828349312
